# ICODE=2212, JCODE=-2212
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.0640363 -----------------
#dely    BF    dB     BFVar
0.050  0.1235  0.0013  0.0151
0.150  0.0963  0.0010  0.0064
0.250  0.0692  0.0008  0.0065
0.350  0.0583  0.0007  0.0037
0.450  0.0523  0.0007  0.0035
0.550  0.0493  0.0008  0.0033
0.650  0.0465  0.0008  0.0029
0.750  0.0429  0.0009  0.0078
0.850  0.0352  0.0009  0.0033
0.950  0.0281  0.0008  0.0022
1.050  0.0178  0.0007  0.0021
1.150  0.0117  0.0005  0.0034
1.250  0.0065  0.0004  0.0011
1.350  0.0022  0.0002  0.0005
1.450  0.0004  0.0001  0.0002
1.550  0.0001  0.0000  0.0001
1.650  0.0000  0.0000  0.0000
1.750  0.0000  0.0000  0.0000
