# ICODE=211, JCODE=-211
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=5000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.367412 -----------------
#dely    BF
0.050  0.5573  0.0007
0.150  0.5217  0.0006
0.250  0.4739  0.0006
0.350  0.4233  0.0006
0.450  0.3683  0.0005
0.550  0.3245  0.0005
0.650  0.2657  0.0004
0.750  0.2149  0.0004
0.850  0.1702  0.0003
0.950  0.1262  0.0003
1.050  0.0919  0.0002
1.150  0.0599  0.0002
1.250  0.0387  0.0001
1.350  0.0224  0.0001
1.450  0.0112  0.0001
1.550  0.0038  0.0000
1.650  0.0003  0.0000
1.750 -0.0000 -0.0000
