# ICODE=2212, JCODE=-2212
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=100000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=-0.0203831 -----------------
#dely    BF
0.050  0.0994  0.0142
0.150  0.0171  0.0021
0.250  0.0200  0.0029
0.350 -0.0492 -0.0086
0.450 -0.0658 -0.0129
0.550 -0.0271 -0.0064
0.650 -0.0812 -0.0217
0.750 -0.0789 -0.0228
0.850 -0.0192 -0.0055
0.950 -0.0059 -0.0034
1.050  0.0074  0.0026
1.150 -0.0205 -0.0119
1.250  0.0000  0.0000
1.350  0.0001  0.0001
1.450  0.0000  0.0000
1.550  0.0000  0.0000
1.650  0.0000  0.0000
1.750  0.0000  0.0000
