# ICODE=321, JCODE=-321
# SIGMA_QGP=0.8764, SIGMA_HAD=0.643541
# NSAMPLE=10000000, Tblast=81.9831, UPERPblast(x,y)=(0.6818,0.6818)
# SOVERUD=0.8132, QUARK_ENTROPY_RATIO=0.2966, BARYON_FUDGE=0.6877
# ------- normalization=0.0614854 -----------------
#dely    BF  sigmaB  QGP    LOCAL  RES_DECAYS
0.050  0.0893  0.0005  0.1633 -0.0797  0.0056
0.150  0.0861  0.0005  0.1556 -0.0752  0.0057
0.250  0.0787  0.0005  0.1407 -0.0671  0.0051
0.350  0.0711  0.0004  0.1254 -0.0590  0.0046
0.450  0.0646  0.0004  0.1101 -0.0493  0.0037
0.550  0.0556  0.0004  0.0926 -0.0404  0.0034
0.650  0.0457  0.0004  0.0744 -0.0313  0.0026
0.750  0.0375  0.0003  0.0585 -0.0232  0.0022
0.850  0.0302  0.0003  0.0455 -0.0169  0.0016
0.950  0.0214  0.0003  0.0316 -0.0113  0.0011
1.050  0.0157  0.0002  0.0219 -0.0069  0.0008
1.150  0.0101  0.0002  0.0138 -0.0040  0.0004
1.250  0.0050  0.0001  0.0068 -0.0020  0.0002
1.350  0.0027  0.0001  0.0032 -0.0007  0.0001
1.450  0.0009  0.0001  0.0011 -0.0002  0.0000
1.550  0.0001  0.0000  0.0002 -0.0000  0.0000
1.650 -0.0000 -0.0000  0.0000 -0.0000  0.0000
1.750  0.0000  0.0000  0.0000  0.0000  0.0000
