# ICODE=211, JCODE=-211
# SIGMA_QGP=0.8764, SIGMA_HAD=0.643541
# NSAMPLE=10000000, Tblast=81.9831, UPERPblast(x,y)=(0.6818,0.6818)
# SOVERUD=0.8132, QUARK_ENTROPY_RATIO=0.2966, BARYON_FUDGE=0.6877
# ------- normalization=0.214381 -----------------
#dely    BF  sigmaB  QGP    LOCAL  RES_DECAYS
0.050  0.3013  0.0003  0.1063  0.0247  0.1702
0.150  0.2825  0.0003  0.0993  0.0245  0.1587
0.250  0.2612  0.0003  0.0910  0.0219  0.1482
0.350  0.2384  0.0003  0.0833  0.0201  0.1350
0.450  0.2111  0.0002  0.0736  0.0170  0.1205
0.550  0.1853  0.0002  0.0648  0.0148  0.1058
0.650  0.1592  0.0002  0.0561  0.0127  0.0903
0.750  0.1328  0.0002  0.0475  0.0097  0.0756
0.850  0.1072  0.0002  0.0394  0.0078  0.0600
0.950  0.0848  0.0002  0.0313  0.0064  0.0470
1.050  0.0637  0.0001  0.0252  0.0049  0.0336
1.150  0.0458  0.0001  0.0190  0.0031  0.0237
1.250  0.0313  0.0001  0.0132  0.0022  0.0159
1.350  0.0204  0.0001  0.0093  0.0016  0.0095
1.450  0.0119  0.0001  0.0057  0.0010  0.0052
1.550  0.0054  0.0000  0.0028  0.0004  0.0023
1.650  0.0014  0.0000  0.0009  0.0001  0.0004
1.750  0.0001  0.0000  0.0001  0.0000  0.0000
