# ICODE=0, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=5000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=-0.105827 -----------------
#dely    BF
0.050 -0.1222 -0.0001
0.150 -0.1159 -0.0001
0.250 -0.1056 -0.0001
0.350 -0.0999 -0.0001
0.450 -0.0904 -0.0001
0.550 -0.0814 -0.0001
0.650 -0.0747 -0.0001
0.750 -0.0675 -0.0001
0.850 -0.0606 -0.0001
0.950 -0.0523 -0.0001
1.050 -0.0456 -0.0001
1.150 -0.0398 -0.0001
1.250 -0.0338 -0.0001
1.350 -0.0256 -0.0001
1.450 -0.0195 -0.0001
1.550 -0.0140 -0.0001
1.650 -0.0075 -0.0000
1.750 -0.0022 -0.0000
