# ICODE=211, JCODE=-211
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.28384 -----------------
#dely    BF    dB     BFVar
0.050  0.3326  0.0002  0.0045
0.150  0.3217  0.0002  0.0033
0.250  0.3013  0.0002  0.0031
0.350  0.2870  0.0002  0.0046
0.450  0.2691  0.0002  0.0038
0.550  0.2469  0.0002  0.0038
0.650  0.2217  0.0002  0.0050
0.750  0.1949  0.0002  0.0026
0.850  0.1682  0.0002  0.0026
0.950  0.1370  0.0002  0.0030
1.050  0.1120  0.0001  0.0019
1.150  0.0866  0.0001  0.0037
1.250  0.0643  0.0001  0.0016
1.350  0.0452  0.0001  0.0011
1.450  0.0291  0.0001  0.0015
1.550  0.0153  0.0001  0.0006
1.650  0.0050  0.0000  0.0003
1.750  0.0004  0.0000  0.0001
