# ICODE=2212, JCODE=-2212
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=-0.00204886 -----------------
#dely    BF    dB     BFVar
0.050  0.0651  0.0006  0.0180
0.150  0.0290  0.0003  0.0071
0.250 -0.0040 -0.0000  0.0081
0.350 -0.0133 -0.0002  0.0059
0.450 -0.0192 -0.0003  0.0042
0.550 -0.0210 -0.0003  0.0022
0.650 -0.0184 -0.0003  0.0045
0.750 -0.0154 -0.0003  0.0012
0.850 -0.0087 -0.0002  0.0032
0.950 -0.0065 -0.0002  0.0017
1.050 -0.0041 -0.0002  0.0007
1.150 -0.0026 -0.0001  0.0005
1.250 -0.0011 -0.0001  0.0004
1.350 -0.0002 -0.0000  0.0004
1.450 -0.0001 -0.0000  0.0001
1.550  0.0000  0.0000  0.0000
1.650  0.0000  0.0000  0.0000
1.750  0.0000  0.0000  0.0000
