# ICODE=211, JCODE=-211
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=100000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=1
# ------- normalization=0.227046 -----------------
#dely    BF
0.050  0.3459  0.0026
0.150  0.3180  0.0025
0.250  0.2905  0.0024
0.350  0.2687  0.0023
0.450  0.2191  0.0020
0.550  0.1832  0.0018
0.650  0.1560  0.0017
0.750  0.1436  0.0017
0.850  0.1024  0.0013
0.950  0.0689  0.0010
1.050  0.0698  0.0011
1.150  0.0435  0.0008
1.250  0.0232  0.0005
1.350  0.0191  0.0005
1.450  0.0110  0.0004
1.550  0.0072  0.0003
1.650 -0.0000 -0.0000
1.750  0.0005  0.0001
