# ICODE=211, JCODE=-211
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=5000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=-0.0436487 -----------------
#dely    BF
0.050 -0.0334 -0.0000
0.150 -0.0325 -0.0000
0.250 -0.0321 -0.0000
0.350 -0.0292 -0.0000
0.450 -0.0265 -0.0000
0.550 -0.0274 -0.0000
0.650 -0.0285 -0.0001
0.750 -0.0302 -0.0001
0.850 -0.0314 -0.0001
0.950 -0.0331 -0.0001
1.050 -0.0305 -0.0001
1.150 -0.0285 -0.0001
1.250 -0.0247 -0.0001
1.350 -0.0211 -0.0001
1.450 -0.0146 -0.0001
1.550 -0.0091 -0.0001
1.650 -0.0034 -0.0000
1.750 -0.0003 -0.0000
