# ICODE=1701080941, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=1000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.188154 -----------------
#dely    BF
0.050  0.3294  0.0008
0.150  0.2956  0.0007
0.250  0.2656  0.0007
0.350  0.2337  0.0006
0.450  0.1975  0.0006
0.550  0.1561  0.0005
0.650  0.1210  0.0004
0.750  0.0924  0.0003
0.850  0.0690  0.0003
0.950  0.0509  0.0002
1.050  0.0338  0.0002
1.150  0.0221  0.0001
1.250  0.0115  0.0001
1.350  0.0035  0.0000
1.450  0.0015  0.0000
1.550 -0.0006 -0.0000
1.650 -0.0008 -0.0000
1.750 -0.0008 -0.0000
