# ICODE=1701080941, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=5000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=-0.045666 -----------------
#dely    BF
0.050 -0.0239 -0.0000
0.150 -0.0246 -0.0000
0.250 -0.0241 -0.0000
0.350 -0.0255 -0.0000
0.450 -0.0295 -0.0000
0.550 -0.0306 -0.0000
0.650 -0.0333 -0.0000
0.750 -0.0332 -0.0001
0.850 -0.0326 -0.0001
0.950 -0.0355 -0.0001
1.050 -0.0338 -0.0001
1.150 -0.0315 -0.0001
1.250 -0.0287 -0.0001
1.350 -0.0250 -0.0001
1.450 -0.0200 -0.0001
1.550 -0.0145 -0.0001
1.650 -0.0081 -0.0000
1.750 -0.0024 -0.0000
