# ICODE=211, JCODE=-211
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.339804 -----------------
#dely    BF    dB     BFVar
0.050  0.5929  0.0003  0.0042
0.150  0.5472  0.0003  0.0042
0.250  0.4860  0.0003  0.0057
0.350  0.4149  0.0003  0.0041
0.450  0.3449  0.0002  0.0032
0.550  0.2800  0.0002  0.0026
0.650  0.2189  0.0002  0.0024
0.750  0.1658  0.0001  0.0027
0.850  0.1221  0.0001  0.0025
0.950  0.0859  0.0001  0.0017
1.050  0.0585  0.0001  0.0013
1.150  0.0372  0.0001  0.0010
1.250  0.0227  0.0000  0.0012
1.350  0.0127  0.0000  0.0007
1.450  0.0062  0.0000  0.0004
1.550  0.0020  0.0000  0.0003
1.650  0.0003  0.0000  0.0001
1.750 -0.0000 -0.0000  0.0000
