# ICODE=1701080941, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=100000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.64583 -----------------
#dely    BF
0.050  1.0608  0.0080
0.150  1.1486  0.0089
0.250  1.0495  0.0084
0.350  0.7576  0.0064
0.450  0.5552  0.0049
0.550  0.5334  0.0050
0.650  0.3409  0.0034
0.750  0.4007  0.0043
0.850  0.2045  0.0023
0.950  0.1113  0.0014
1.050  0.1378  0.0019
1.150  0.0548  0.0008
1.250  0.0538  0.0009
1.350  0.0254  0.0005
1.450 -0.0125 -0.0003
1.550  0.0161  0.0004
1.650  0.0078  0.0003
1.750  0.0124  0.0008
