# ICODE=1701080941, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=100000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=-0.0223608 -----------------
#dely    BF
0.050 -0.0451 -0.0003
0.150 -0.0384 -0.0003
0.250 -0.0263 -0.0002
0.350 -0.0425 -0.0004
0.450 -0.0422 -0.0004
0.550 -0.0325 -0.0003
0.650 -0.0234 -0.0002
0.750 -0.0124 -0.0001
0.850 -0.0127 -0.0001
0.950 -0.0033 -0.0000
1.050 -0.0015 -0.0000
1.150  0.0163  0.0002
1.250  0.0042  0.0001
1.350  0.0029  0.0001
1.450  0.0115  0.0003
1.550  0.0143  0.0004
1.650  0.0054  0.0002
1.750  0.0021  0.0001
