# ICODE=0, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.31055 -----------------
#dely    BF    dB     BFVar
0.050  0.4112  0.0002  0.0044
0.150  0.3867  0.0002  0.0037
0.250  0.3556  0.0002  0.0029
0.350  0.3305  0.0002  0.0041
0.450  0.2986  0.0002  0.0032
0.550  0.2687  0.0002  0.0044
0.650  0.2351  0.0002  0.0022
0.750  0.1997  0.0001  0.0032
0.850  0.1664  0.0001  0.0016
0.950  0.1327  0.0001  0.0033
1.050  0.1045  0.0001  0.0019
1.150  0.0786  0.0001  0.0016
1.250  0.0556  0.0001  0.0010
1.350  0.0380  0.0001  0.0011
1.450  0.0233  0.0000  0.0006
1.550  0.0131  0.0000  0.0005
1.650  0.0057  0.0000  0.0010
1.750  0.0014  0.0000  0.0001
