# ICODE=211, JCODE=-211
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.370893 -----------------
#dely    BF    dB     BFVar
0.050  0.5198  0.0003  0.0049
0.150  0.4890  0.0003  0.0040
0.250  0.4503  0.0003  0.0038
0.350  0.4077  0.0003  0.0048
0.450  0.3644  0.0003  0.0025
0.550  0.3185  0.0003  0.0043
0.650  0.2750  0.0002  0.0044
0.750  0.2280  0.0002  0.0026
0.850  0.1857  0.0002  0.0022
0.950  0.1479  0.0002  0.0016
1.050  0.1110  0.0001  0.0035
1.150  0.0820  0.0001  0.0011
1.250  0.0570  0.0001  0.0024
1.350  0.0370  0.0001  0.0014
1.450  0.0217  0.0001  0.0006
1.550  0.0107  0.0000  0.0004
1.650  0.0030  0.0000  0.0003
1.750  0.0002  0.0000  0.0000
