# ICODE=0, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.125183 -----------------
#dely    BF    dB     BFVar
0.050  0.1306  0.0001  0.0025
0.150  0.1231  0.0001  0.0019
0.250  0.1167  0.0001  0.0017
0.350  0.1132  0.0001  0.0019
0.450  0.1070  0.0001  0.0024
0.550  0.1011  0.0001  0.0010
0.650  0.0939  0.0001  0.0016
0.750  0.0865  0.0001  0.0012
0.850  0.0776  0.0001  0.0020
0.950  0.0688  0.0001  0.0013
1.050  0.0591  0.0001  0.0026
1.150  0.0495  0.0001  0.0017
1.250  0.0398  0.0000  0.0026
1.350  0.0322  0.0000  0.0010
1.450  0.0240  0.0000  0.0013
1.550  0.0163  0.0000  0.0005
1.650  0.0094  0.0000  0.0005
1.750  0.0029  0.0000  0.0003
