# ICODE=0, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.278344 -----------------
#dely    BF    dB     BFVar
0.050  0.2986  0.0002  0.0037
0.150  0.2821  0.0001  0.0034
0.250  0.2664  0.0001  0.0040
0.350  0.2546  0.0001  0.0042
0.450  0.2412  0.0001  0.0054
0.550  0.2221  0.0001  0.0033
0.650  0.2061  0.0001  0.0022
0.750  0.1924  0.0001  0.0062
0.850  0.1695  0.0001  0.0022
0.950  0.1486  0.0001  0.0031
1.050  0.1278  0.0001  0.0036
1.150  0.1073  0.0001  0.0023
1.250  0.0867  0.0001  0.0021
1.350  0.0688  0.0001  0.0022
1.450  0.0510  0.0001  0.0020
1.550  0.0337  0.0001  0.0008
1.650  0.0201  0.0001  0.0006
1.750  0.0063  0.0000  0.0006
