# ICODE=321, JCODE=-2212
# SIGMA_QGP=1, SIGMA_HAD=0.4
# NSAMPLE=100000000, Tblast=102, UPERPblast(x,y)=(0.732,0.732)
# SOVERUD=0.93, QUARK_ENTROPY_RATIO=0.25, BARYON_FUDGE=0.666667
# ------- normalization=0.018018 -----------------
#dely    BF  sigmaB  QGP    LOCAL  RES_DECAYS
  0.15 0.14345 0.00503398 0.041 0.285814 -0.126306 0.241766 0.0279902
  0.25 0.132843 0.00498769 0.0355 0.267233 -0.123114 0.229388 0.0265686
  0.35 0.112144 0.00461027 0.0274 0.244328 -0.119511 0.207508 0.0245572
  0.45 0.0865345 0.00399003 0.0189 0.21841 -0.117211 0.184058 0.0196877
  0.55 0.0600433 0.00310907 0.0116 0.193194 -0.112322 0.158908 0.013458
  0.65 0.035935 0.00215289 0.006 0.166968 -0.108404 0.134756 0.00958267
  0.75 0.0134475 0.000952021 0.0019 0.14129 -0.099087 0.105457 0.00778541
  0.85 -0.00346159 0.000299629 -0.0004 0.115554 -0.0925974 0.0839434 0.00519238
  0.95 -0.0200211 0.00222729 -0.0018 0.089905 -0.0845337 0.062288 0.00333686
  1.05 -0.0303374 0.00460233 -0.002 0.0659253 -0.0773603 0.0455061 0.00151687
  1.15 -0.036935 0.00852683 -0.0016 0.0433194 -0.069253 0.0323181 0
  1.25 -0.0447433 0.0182004 -0.0011 0.0245847 -0.0650811 0.0203379 0
  1.35 -0.0445808 0.0397495 -0.0005 0.0112156 -0.0534969 0.0178323 0
