# ICODE=2212, JCODE=-2212
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.153443 -----------------
#dely    BF    dB     BFVar
0.050  0.4706  0.0043  0.0163
0.150  0.3694  0.0035  0.0234
0.250  0.2685  0.0027  0.0216
0.350  0.1587  0.0018  0.0110
0.450  0.0962  0.0012  0.0056
0.550  0.0592  0.0009  0.0157
0.650  0.0386  0.0007  0.0039
0.750  0.0264  0.0005  0.0020
0.850  0.0189  0.0005  0.0022
0.950  0.0121  0.0004  0.0008
1.050  0.0085  0.0003  0.0014
1.150  0.0044  0.0002  0.0006
1.250  0.0018  0.0001  0.0004
1.350  0.0009  0.0001  0.0003
1.450  0.0001  0.0000  0.0001
1.550  0.0000  0.0000  0.0000
1.650  0.0000  0.0000  0.0000
1.750  0.0000  0.0000  0.0000
