# ICODE=321, JCODE=-2212
# SIGMA_QGP=1, SIGMA_HAD=0.333333
# NSAMPLE=100000000, Tblast=102, UPERPblast(x,y)=(0.732,0.732)
# SOVERUD=0.93, QUARK_ENTROPY_RATIO=0.18, BARYON_FUDGE=0.666667
# ------- normalization=0.0155646 -----------------
#dely    BF  sigmaB  QGP    LOCAL  RES_DECAYS
0.050  0.0409  0.0001 -0.0272  0.0590  0.0091
0.150  0.0363  0.0001 -0.0264  0.0548  0.0080
0.250  0.0305  0.0001 -0.0240  0.0475  0.0070
0.350  0.0242  0.0001 -0.0211  0.0392  0.0061
0.450  0.0162  0.0001 -0.0184  0.0303  0.0043
0.550  0.0091  0.0000 -0.0158  0.0223  0.0026
0.650  0.0042  0.0000 -0.0130  0.0156  0.0016
0.750  0.0013  0.0000 -0.0099  0.0102  0.0011
0.850 -0.0008 -0.0000 -0.0078  0.0063  0.0006
0.950 -0.0016 -0.0000 -0.0055  0.0035  0.0003
1.050 -0.0018 -0.0000 -0.0037  0.0018  0.0001
1.150 -0.0015 -0.0000 -0.0023  0.0008  0.0000
1.250 -0.0010 -0.0000 -0.0012  0.0002  0.0000
1.350 -0.0004 -0.0000 -0.0004  0.0001  0.0000
1.450 -0.0001 -0.0000 -0.0001  0.0000  0.0000
1.550 -0.0000 -0.0000 -0.0000  0.0000  0.0000
1.650  0.0000  0.0000  0.0000  0.0000  0.0000
1.750  0.0000  0.0000  0.0000  0.0000  0.0000
