# ICODE=2212, JCODE=-2212
# SIGMA_QGP=1, SIGMA_HAD=0.333333
# NSAMPLE=100000000, Tblast=102, UPERPblast(x,y)=(0.732,0.732)
# SOVERUD=0.93, QUARK_ENTROPY_RATIO=0.18, BARYON_FUDGE=0.666667
# ------- normalization=0.0785213 -----------------
#dely    BF  sigmaB  QGP    LOCAL  RES_DECAYS
0.050  0.1161  0.0005  0.1626 -0.0464  0.0000
0.150  0.1117  0.0005  0.1541 -0.0424  0.0000
0.250  0.0982  0.0005  0.1334 -0.0352  0.0000
0.350  0.0927  0.0005  0.1212 -0.0285  0.0000
0.450  0.0833  0.0005  0.1043 -0.0210  0.0000
0.550  0.0742  0.0005  0.0887 -0.0146  0.0000
0.650  0.0602  0.0005  0.0699 -0.0097  0.0000
0.750  0.0507  0.0005  0.0564 -0.0057  0.0000
0.850  0.0384  0.0005  0.0416 -0.0032  0.0000
0.950  0.0265  0.0004  0.0282 -0.0017  0.0000
1.050  0.0174  0.0003  0.0181 -0.0007  0.0000
1.150  0.0094  0.0003  0.0096 -0.0002  0.0000
1.250  0.0043  0.0002  0.0044 -0.0001  0.0000
1.350  0.0018  0.0001  0.0019 -0.0000  0.0000
1.450  0.0004  0.0001  0.0004 -0.0000  0.0000
1.550  0.0000  0.0000  0.0000  0.0000  0.0000
1.650  0.0000  0.0000  0.0000  0.0000  0.0000
1.750  0.0000  0.0000  0.0000  0.0000  0.0000
