# ICODE=0, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.313529 -----------------
#dely    BF    dB     BFVar
0.050  0.3935  0.0002  0.0025
0.150  0.3661  0.0002  0.0036
0.250  0.3401  0.0002  0.0020
0.350  0.3128  0.0002  0.0040
0.450  0.2837  0.0002  0.0036
0.550  0.2569  0.0002  0.0017
0.650  0.2272  0.0002  0.0013
0.750  0.1996  0.0002  0.0025
0.850  0.1703  0.0001  0.0021
0.950  0.1445  0.0001  0.0021
1.050  0.1200  0.0001  0.0010
1.150  0.0968  0.0001  0.0018
1.250  0.0761  0.0001  0.0014
1.350  0.0581  0.0001  0.0016
1.450  0.0411  0.0001  0.0008
1.550  0.0280  0.0001  0.0007
1.650  0.0157  0.0000  0.0005
1.750  0.0048  0.0000  0.0002
