# ICODE=211, JCODE=-211
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=100000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=1
# ------- normalization=0.215 -----------------
#dely    BF
0.050  0.3021  0.0023
0.150  0.2944  0.0023
0.250  0.2734  0.0023
0.350  0.2172  0.0019
0.450  0.2128  0.0020
0.550  0.1911  0.0019
0.650  0.1518  0.0017
0.750  0.1547  0.0019
0.850  0.1081  0.0015
0.950  0.0752  0.0011
1.050  0.0553  0.0009
1.150  0.0366  0.0007
1.250  0.0373  0.0009
1.350  0.0189  0.0005
1.450  0.0127  0.0004
1.550  0.0068  0.0003
1.650  0.0017  0.0001
1.750 -0.0000 -0.0000
