# ICODE=211, JCODE=-211
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=5000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.252892 -----------------
#dely    BF
0.050  0.4050  0.0004
0.150  0.3726  0.0004
0.250  0.3435  0.0004
0.350  0.3023  0.0004
0.450  0.2616  0.0004
0.550  0.2196  0.0003
0.650  0.1747  0.0003
0.750  0.1419  0.0003
0.850  0.1042  0.0002
0.950  0.0766  0.0002
1.050  0.0526  0.0001
1.150  0.0343  0.0001
1.250  0.0211  0.0001
1.350  0.0112  0.0000
1.450  0.0055  0.0000
1.550  0.0022  0.0000
1.650  0.0001  0.0000
1.750 -0.0000 -0.0000
