# ICODE=321, JCODE=-321
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.0625733 -----------------
#dely    BF    dB     BFVar
0.050  0.1242  0.0004  0.0038
0.150  0.1122  0.0004  0.0026
0.250  0.0968  0.0004  0.0033
0.350  0.0779  0.0003  0.0021
0.450  0.0597  0.0003  0.0032
0.550  0.0448  0.0002  0.0040
0.650  0.0335  0.0002  0.0019
0.750  0.0239  0.0001  0.0010
0.850  0.0180  0.0001  0.0012
0.950  0.0134  0.0001  0.0007
1.050  0.0094  0.0001  0.0010
1.150  0.0058  0.0001  0.0009
1.250  0.0034  0.0000  0.0004
1.350  0.0019  0.0000  0.0003
1.450  0.0006  0.0000  0.0001
1.550  0.0002  0.0000  0.0001
1.650  0.0000  0.0000  0.0000
1.750  0.0000  0.0000  0.0000
