# ICODE=211, JCODE=-321
# SIGMA_QGP=1, SIGMA_HAD=0.1
# NSAMPLE=100000000, Tblast=102, UPERPblast(x,y)=(0.732,0.732)
# SOVERUD=0.93, QUARK_ENTROPY_RATIO=0.18, BARYON_FUDGE=0.666667
# ------- normalization=0.0135828 -----------------
#dely    BF  sigmaB  QGP    LOCAL  RES_DECAYS
0.050  0.0198  0.0000  0.0034  0.0047  0.0117
0.150  0.0194  0.0000  0.0033  0.0046  0.0115
0.250  0.0182  0.0000  0.0031  0.0041  0.0110
0.350  0.0167  0.0000  0.0027  0.0036  0.0104
0.450  0.0147  0.0000  0.0023  0.0029  0.0094
0.550  0.0125  0.0000  0.0021  0.0023  0.0080
0.650  0.0103  0.0000  0.0018  0.0018  0.0068
0.750  0.0084  0.0000  0.0015  0.0013  0.0056
0.850  0.0063  0.0000  0.0013  0.0009  0.0041
0.950  0.0042  0.0000  0.0010  0.0006  0.0027
1.050  0.0026  0.0000  0.0007  0.0004  0.0015
1.150  0.0014  0.0000  0.0005  0.0002  0.0007
1.250  0.0007  0.0000  0.0003  0.0001  0.0003
1.350  0.0004  0.0000  0.0002  0.0000  0.0001
1.450  0.0002  0.0000  0.0001  0.0000  0.0000
1.550  0.0001  0.0000  0.0000  0.0000  0.0000
1.650  0.0000  0.0000  0.0000  0.0000  0.0000
1.750 -0.0000 -0.0000 -0.0000  0.0000  0.0000
