# ICODE=211, JCODE=-2212
# SIGMA_QGP=1, SIGMA_HAD=0.1
# NSAMPLE=100000000, Tblast=102, UPERPblast(x,y)=(0.732,0.732)
# SOVERUD=0.93, QUARK_ENTROPY_RATIO=0.18, BARYON_FUDGE=0.666667
# ------- normalization=0.00591331 -----------------
#dely    BF  sigmaB  QGP    LOCAL  RES_DECAYS
0.050  0.0147  0.0000  0.0014  0.0060  0.0073
0.150  0.0130  0.0000  0.0015  0.0056  0.0059
0.250  0.0098  0.0000  0.0012  0.0050  0.0037
0.350  0.0068  0.0000  0.0012  0.0042  0.0014
0.450  0.0038  0.0000  0.0011  0.0032 -0.0005
0.550  0.0027  0.0000  0.0008  0.0025 -0.0006
0.650  0.0020  0.0000  0.0007  0.0018 -0.0004
0.750  0.0019  0.0000  0.0008  0.0012 -0.0001
0.850  0.0014  0.0000  0.0005  0.0008  0.0001
0.950  0.0013  0.0000  0.0005  0.0005  0.0002
1.050  0.0009  0.0000  0.0003  0.0003  0.0002
1.150  0.0005  0.0000  0.0002  0.0001  0.0002
1.250  0.0002  0.0000  0.0001  0.0001  0.0001
1.350  0.0001  0.0000  0.0001  0.0000  0.0000
1.450  0.0000  0.0000  0.0000  0.0000  0.0000
1.550  0.0000  0.0000  0.0000  0.0000 -0.0000
1.650  0.0000  0.0000  0.0000  0.0000  0.0000
1.750  0.0000  0.0000  0.0000  0.0000  0.0000
