0.1 429.717 -133.45 -104.082 1.102 -381.723 -416.368 -74.8597 0.973073 -26.9863 69.9065 38.0387 0.572272 39.2878 -172.748 77.5884
0.277978 206.718 -150.719 291.311 1.47477 -0.299734 279.641 79.4265 0.636737 22.1573 43.025 -87.3395 0.656356 1489.56 1381.12 -697.338
0.451752 49.7934 -399.623 274.502 0.248549 -227.298 -80.2369 55.3275 1.38228 -60.6943 -52.0102 -50.8775 1.20711 29.9832 -79.3956 211.322
0.730631 112.702 -923.634 -496.146 0.357858 17.7375 121.352 -151.559 1.02352 51.5671 191.387 42.5688 1.48599 38.3206 -134.016 127.665
0.270971 955.856 953.883 267.324 0.77968 -145.595 -135.034 -165.712 1.43834 -32.3751 3.15245 -35.0772 1.2043 335.566 309.628 124.824
0.392893 -1004.68 -610.409 1983.23 1.0011 -72.7138 70.3175 -46.0546 1.47337 -178.45 -168.904 23.5988 0.673173 -2.02522 -114.279 227.691
0.157457 -649.705 -1728.8 -74.1879 1.36406 141.464 892.445 578.081 1.12022 -524.814 -260.386 557.145 0.975876 -614.707 789.446 2499.39
1.06136 1046.65 999.942 154.98 0.994094 -161.822 95.7379 152.22 0.369069 -33.3458 6.81713 -28.6954 0.331231 333.673 359.908 191.022
1.37528 250.376 -179.15 174.257 0.67037 -548.678 875.373 1847.08 0.273774 -24.6277 5.31568 -46.8657 0.294795 -157.47 -262.21 333.951
0.761461 211.428 -493.757 -144.997 0.343844 -39.5648 194.862 47.1816 0.10981 1651.52 1561.97 -1240.62 0.505005 332.749 -172.495 -470.746
0.614314 121.069 -299.87 265.561 0.486787 2.38478 114.686 -131.163 0.85956 65.7882 73.1166 -131.41 1.27718 -150.835 -635.052 -143.099
0.123824 498.317 399.684 432.071 0.984284 -29.1243 91.4895 -101.163 0.834334 -40.7735 -42.5946 -76.387 0.725025 166.348 -144.744 -125.061
1.28418 113.862 -249.679 341.585 0.153253 615.829 1141.89 2.08763 1.43413 -24.3331 20.0667 -29.0334 0.227528 146.812 18.4115 114.792
0.147648 89.9012 -631.859 -89.9013 1.2968 -95.2083 74.7019 1.46474 0.471371 -34.3833 19.1103 -11.4358 0.17007 197.254 224.983 277.921
0.17007 227.401 -742.633 -485.017 0.454555 -69.6861 59.5918 -65.0817 0.277978 604.129 1705.46 896.392 0.533033 228.525 -98.0093 -183.065
1.3977 251.529 -228.769 110.265 0.921221 -90.1855 -0.184435 -101.251 1.15105 184.39 -137.206 -615.255 1.00951 46.9374 -155.736 84.4873
