!    PLAB      Del   Err    Sr    Err      Trl   Tim      Sgt    Sgr
     0.31     0.00  0.00   0.000  0.000   0.000 0.000     0.00   0.00
    10.00     0.00  0.00   0.000  0.000   0.000 0.000     0.00   0.00
    20.00     0.00  0.00   0.000  0.000   0.000 0.000     0.00   0.00
    30.00     0.00  0.00   0.000  0.000   0.000 0.000     0.00   0.00
    40.00     0.01  0.00   0.000  0.000   0.000 0.000     0.00   0.00
    50.00     0.02  0.00   0.000  0.000   0.000 0.000     0.00   0.00
    60.00     0.03  0.00   0.000  0.000   0.001 0.000     0.00   0.00
    70.00     0.05  0.00   0.000  0.000   0.001 0.000     0.00   0.00
    80.00     0.07  0.00   0.000  0.000   0.001 0.000     0.01   0.00
    90.00     0.10  0.00   0.000  0.000   0.002 0.000     0.01   0.00
   100.00     0.13  0.00   0.000  0.000   0.002 0.000     0.01   0.00
   110.00     0.17  0.00   0.000  0.000   0.003 0.000     0.02   0.00
   120.00     0.22  0.00   0.000  0.000   0.004 0.000     0.02   0.00
   130.00     0.28  0.00   0.000  0.000   0.005 0.000     0.03   0.00
   140.00     0.34  0.00   0.000  0.000   0.006 0.000     0.04   0.00
   150.00     0.41  0.00   0.000  0.000   0.007 0.000     0.05   0.00
   160.00     0.49  0.00   0.000  0.000   0.009 0.000     0.07   0.00
   170.00     0.57  0.00   0.000  0.000   0.010 0.000     0.08   0.00
   180.00     0.67  0.00   0.000  0.000   0.012 0.000     0.10   0.00
   190.00     0.77  0.00   0.000  0.000   0.013 0.000     0.12   0.00
   200.00     0.87  0.00   0.000  0.000   0.015 0.000     0.14   0.00
   210.00     0.99  0.00   0.000  0.000   0.017 0.000     0.16   0.00
   220.00     1.11  0.00   0.000  0.000   0.019 0.000     0.18   0.00
   230.00     1.24  0.00   0.000  0.000   0.022 0.000     0.21   0.00
   240.00     1.37  0.00   0.000  0.000   0.024 0.001     0.24   0.00
   250.00     1.51  0.00   0.000  0.000   0.026 0.001     0.27   0.00
   260.00     1.65  0.00   0.000  0.000   0.029 0.001     0.30   0.00
   270.00     1.80  0.00   0.000  0.000   0.031 0.001     0.33   0.00
   280.00     1.95  0.00   0.000  0.000   0.034 0.001     0.36   0.00
   290.00     2.11  0.00   0.000  0.000   0.037 0.001     0.39   0.00
   300.00     2.27  0.00   0.000  0.000   0.040 0.002     0.43   0.00
   310.00     2.43  0.00   0.000  0.000   0.042 0.002     0.46   0.00
   320.00     2.60  0.00   0.000  0.000   0.045 0.002     0.50   0.00
   330.00     2.77  0.00   0.000  0.000   0.048 0.002     0.53   0.00
   340.00     2.94  0.00   0.000  0.000   0.051 0.003     0.57   0.00
   350.00     3.11  0.00   0.000  0.000   0.054 0.003     0.60   0.00
   360.00     3.29  0.00   0.000  0.000   0.057 0.003     0.64   0.00
   370.00     3.46  0.00   0.000  0.000   0.060 0.004     0.68   0.00
   380.00     3.64  0.00   0.000  0.000   0.063 0.004     0.71   0.00
   390.00     3.82  0.00   0.000  0.000   0.066 0.004     0.75   0.00
   400.00     4.00  0.00   0.000  0.000   0.070 0.005     0.78   0.00
   410.00     4.17  0.00   0.000  0.000   0.073 0.005     0.82   0.00
   420.00     4.35  0.00   0.000  0.000   0.076 0.006     0.85   0.00
   430.00     4.53  0.00   0.000  0.000   0.079 0.006     0.88   0.00
   440.00     4.71  0.00   0.000  0.000   0.082 0.007     0.91   0.00
   450.00     4.89  0.00   0.000  0.000   0.085 0.007     0.95   0.00
   460.00     5.06  0.00   0.000  0.000   0.088 0.008     0.98   0.00
   470.00     5.24  0.00   0.000  0.000   0.091 0.008     1.01   0.00
   480.00     5.42  0.00   0.000  0.000   0.094 0.009     1.04   0.00
   490.00     5.59  0.00   0.000  0.000   0.097 0.009     1.07   0.00
   500.00     5.77  0.00   0.000  0.000   0.100 0.010     1.10   0.00
   510.00     5.94  0.00   0.000  0.000   0.103 0.011     1.12   0.00
   520.00     6.12  0.00   0.000  0.000   0.106 0.011     1.15   0.00
   530.00     6.29  0.00   0.000  0.000   0.109 0.012     1.18   0.00
   540.00     6.46  0.00   0.000  0.000   0.112 0.013     1.21   0.00
   550.00     6.63  0.00   0.000  0.000   0.115 0.013     1.23   0.00
   560.00     6.80  0.00   0.000  0.000   0.118 0.014     1.26   0.00
   570.00     6.97  0.00   0.000  0.000   0.121 0.015     1.28   0.00
   580.00     7.15  0.00   0.000  0.000   0.123 0.016     1.31   0.00
   590.00     7.32  0.00   0.000  0.000   0.126 0.016     1.33   0.00
   600.00     7.49  0.00   0.000  0.000   0.129 0.017     1.36   0.01
