# ICODE=211, JCODE=-211
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=5000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=-0.0673968 -----------------
#dely    BF
0.050 -0.0733 -0.0001
0.150 -0.0696 -0.0001
0.250 -0.0645 -0.0001
0.350 -0.0615 -0.0001
0.450 -0.0529 -0.0001
0.550 -0.0494 -0.0001
0.650 -0.0475 -0.0001
0.750 -0.0429 -0.0001
0.850 -0.0404 -0.0001
0.950 -0.0374 -0.0001
1.050 -0.0343 -0.0001
1.150 -0.0302 -0.0001
1.250 -0.0254 -0.0001
1.350 -0.0199 -0.0001
1.450 -0.0136 -0.0001
1.550 -0.0081 -0.0000
1.650 -0.0028 -0.0000
1.750 -0.0002 -0.0000
