# ICODE=0, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.367252 -----------------
#dely    BF    dB     BFVar
0.050  0.4652  0.0002  0.0039
0.150  0.4375  0.0002  0.0061
0.250  0.4051  0.0002  0.0032
0.350  0.3730  0.0002  0.0043
0.450  0.3375  0.0002  0.0046
0.550  0.3012  0.0002  0.0046
0.650  0.2670  0.0002  0.0045
0.750  0.2314  0.0002  0.0064
0.850  0.2004  0.0002  0.0027
0.950  0.1665  0.0001  0.0027
1.050  0.1368  0.0001  0.0030
1.150  0.1095  0.0001  0.0023
1.250  0.0844  0.0001  0.0021
1.350  0.0635  0.0001  0.0029
1.450  0.0441  0.0001  0.0008
1.550  0.0289  0.0001  0.0012
1.650  0.0158  0.0000  0.0005
1.750  0.0047  0.0000  0.0004
