# ICODE=0, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.0620517 -----------------
#dely    BF    dB     BFVar
0.050  0.0398  0.0000  0.0017
0.150  0.0413  0.0000  0.0024
0.250  0.0420  0.0000  0.0025
0.350  0.0472  0.0000  0.0022
0.450  0.0523  0.0000  0.0026
0.550  0.0532  0.0000  0.0021
0.650  0.0542  0.0000  0.0018
0.750  0.0521  0.0000  0.0035
0.850  0.0489  0.0000  0.0030
0.950  0.0438  0.0000  0.0015
1.050  0.0377  0.0000  0.0012
1.150  0.0312  0.0000  0.0015
1.250  0.0256  0.0000  0.0006
1.350  0.0196  0.0000  0.0004
1.450  0.0143  0.0000  0.0009
1.550  0.0099  0.0000  0.0004
1.650  0.0056  0.0000  0.0003
1.750  0.0019  0.0000  0.0001
