# ICODE=321, JCODE=-321
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=100000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=1
# ------- normalization=0.0671002 -----------------
#dely    BF
0.050  0.1098  0.0050
0.150  0.1058  0.0047
0.250  0.0912  0.0042
0.350  0.0951  0.0049
0.450  0.0585  0.0035
0.550  0.0694  0.0043
0.650  0.0457  0.0031
0.750  0.0345  0.0027
0.850  0.0263  0.0024
0.950  0.0120  0.0013
1.050  0.0105  0.0013
1.150  0.0061  0.0012
1.250  0.0044  0.0009
1.350  0.0019  0.0005
1.450 -0.0003 -0.0002
1.550  0.0000  0.0000
1.650  0.0000  0.0000
1.750  0.0000  0.0000
