# ICODE=211, JCODE=-211
# SIGMA_QGP=1, SIGMA_HAD=0.4
# NSAMPLE=100000000, Tblast=102, UPERPblast(x,y)=(0.732,0.732)
# SOVERUD=0.5, QUARK_ENTROPY_RATIO=0.18, BARYON_FUDGE=0.666667
# ------- normalization=0.217293 -----------------
#dely    BF  sigmaB  QGP    LOCAL  RES_DECAYS
0.050  0.3102  0.0001  0.0654  0.0747  0.1701
0.150  0.2912  0.0001  0.0615  0.0696  0.1601
0.250  0.2674  0.0001  0.0565  0.0633  0.1476
0.350  0.2418  0.0001  0.0517  0.0560  0.1341
0.450  0.2159  0.0001  0.0467  0.0485  0.1207
0.550  0.1880  0.0001  0.0413  0.0410  0.1058
0.650  0.1602  0.0001  0.0363  0.0338  0.0901
0.750  0.1327  0.0001  0.0312  0.0272  0.0743
0.850  0.1069  0.0001  0.0264  0.0212  0.0592
0.950  0.0831  0.0000  0.0218  0.0161  0.0452
1.050  0.0622  0.0000  0.0176  0.0118  0.0328
1.150  0.0446  0.0000  0.0138  0.0083  0.0226
1.250  0.0306  0.0000  0.0103  0.0055  0.0148
1.350  0.0196  0.0000  0.0072  0.0035  0.0089
1.450  0.0115  0.0000  0.0047  0.0019  0.0048
1.550  0.0055  0.0000  0.0025  0.0009  0.0021
1.650  0.0015  0.0000  0.0009  0.0002  0.0004
1.750  0.0001  0.0000  0.0001  0.0000  0.0000
