# ICODE=321, JCODE=-321
# SIGMA_QGP=1, SIGMA_HAD=0.4
# NSAMPLE=100000000, Tblast=102, UPERPblast(x,y)=(0.732,0.732)
# SOVERUD=0.5, QUARK_ENTROPY_RATIO=0.18, BARYON_FUDGE=0.666667
# ------- normalization=0.0689474 -----------------
#dely    BF  sigmaB  QGP    LOCAL  RES_DECAYS
0.050  0.1122  0.0002  0.0613  0.0451  0.0058
0.150  0.1065  0.0002  0.0587  0.0423  0.0055
0.250  0.0964  0.0002  0.0539  0.0375  0.0049
0.350  0.0843  0.0002  0.0482  0.0318  0.0044
0.450  0.0719  0.0002  0.0426  0.0256  0.0037
0.550  0.0592  0.0001  0.0360  0.0200  0.0032
0.650  0.0474  0.0001  0.0299  0.0148  0.0027
0.750  0.0367  0.0001  0.0242  0.0105  0.0021
0.850  0.0272  0.0001  0.0188  0.0070  0.0015
0.950  0.0194  0.0001  0.0140  0.0043  0.0011
1.050  0.0132  0.0001  0.0099  0.0026  0.0007
1.150  0.0080  0.0001  0.0063  0.0013  0.0004
1.250  0.0043  0.0000  0.0036  0.0005  0.0002
1.350  0.0019  0.0000  0.0017  0.0002  0.0000
1.450  0.0007  0.0000  0.0006  0.0000  0.0000
1.550  0.0001  0.0000  0.0001  0.0000  0.0000
1.650  0.0000  0.0000  0.0000  0.0000  0.0000
1.750  0.0000  0.0000  0.0000  0.0000  0.0000
