0.15 0.0225 0.0218 0.0201 0.0243 0.0216 0.022 0.0222 0.0229 0.0222 0.0224 0.0195 0.0246 0.023 0.0216 0.0253 0.0246 0.0247 0.0237 0.0219 0.0201 
0.25 0.0216 0.0208 0.023 0.0229 0.0177 0.02 0.0213 0.0212 0.0193 0.0225 0.0202 0.0199 0.0228 0.018 0.0222 0.0234 0.0229 0.0183 0.0226 0.022 
0.35 0.0156 0.0175 0.02 0.0178 0.0174 0.0201 0.0167 0.0185 0.0171 0.0191 0.0172 0.019 0.0161 0.0161 0.0196 0.0167 0.0191 0.016 0.0202 0.0161 
0.45 0.0135 0.0149 0.014 0.0155 0.0137 0.0148 0.0151 0.0153 0.0135 0.0152 0.0126 0.0146 0.014 0.0102 0.0168 0.0154 0.0159 0.013 0.0149 0.0128 
0.55 0.0118 0.0116 0.0132 0.0115 0.0101 0.0126 0.0129 0.0112 0.009 0.0105 0.0087 0.0141 0.0106 0.0095 0.0131 0.0112 0.0114 0.0093 0.0124 0.0105 
0.65 0.0078 0.0055 0.0083 0.0088 0.0073 0.0095 0.0093 0.0055 0.0077 0.0091 0.0081 0.0084 0.0088 0.0057 0.0097 0.0069 0.0093 0.0073 0.0067 0.0078 
0.75 0.0067 0.0059 0.0049 0.0068 0.0048 0.006 0.0039 0.0053 0.0054 0.006 0.0048 0.0068 0.0047 0.0055 0.0058 0.0068 0.0072 0.005 0.0055 0.0062 
0.85 0.0037 0.0039 0.0027 0.0034 0.0028 0.0034 0.0038 0.003 0.0035 0.003 0.0047 0.0042 0.0035 0.0035 0.0029 0.0032 0.0038 0.0034 0.005 0.0044 
0.95 0.0037 0.0017 0.0018 0.0015 0.0022 0.0033 0.0023 0.0024 0.0011 0.002 0.0014 0.003 0.0013 0.0016 0.0025 0.0025 0.0012 0.0013 0.0014 0.0015 
1.05 0.0004 0.0009 0.0012 0.0005 0.0002 0.0009 0.0007 0.0003 0.0018 0.0009 0.0002 0.0006 0.001 0.0004 0.0012 0.002 0.0008 0.0006 0.0002 0.001 
1.15 0.0005 0.0002 0.0008 0.0002 -0.0004 0.0007 0.0009 0.001 0.0003 0.0007 -0.0002 0.0005 0.0003 0.0001 0.0005 0.0007 0.0006 0.0008 0.0004 0.0002 
1.25 -0.0002 0.0003 0.0001 -0.0002 -0.0001 0 0.0003 0.0002 0.0002 0 -0.0004 0.0003 0.0002 0.0002 0.0002 -0.0005 0.0002 0.0003 -0 0.0004 
1.35 -0.0001 -0.0001 -0.0005 -0.0002 0.0001 0.0004 0.0001 -0.0003 -0.0002 0 -0 0.0001 0 -0 0.0001 0.0001 -0.0001 0.0002 -0 0.0001 
1.45 -0.0002 -0 -0 -0.0001 0.0001 0 -0.0001 -0 -0.0001 0.0001 -0.0001 0 0 -0 -0 -0.0001 -0 0 0 -0 
1.55 0 -0 0 -0 -0 0 0 0 0 -0 -0 -0 -0 0 -0 0.0001 -0 -0 0 0 
1.65 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1.75 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
