# ICODE=211, JCODE=-211
# SIGMA_QGP=1.0226, SIGMA_HAD=0.399939
# NSAMPLE=10000000, Tblast=97.2657, UPERPblast(x,y)=(0.7168,0.7168)
# SOVERUD=0.7981, QUARK_ENTROPY_RATIO=0.1874, BARYON_FUDGE=0.6701
# ------- normalization=0.21873 -----------------
#dely    BF  sigmaB  QGP    LOCAL  RES_DECAYS
0.050  0.3138  0.0003  0.0601  0.0840  0.1697
0.150  0.2933  0.0003  0.0562  0.0778  0.1593
0.250  0.2701  0.0003  0.0523  0.0704  0.1474
0.350  0.2443  0.0003  0.0478  0.0621  0.1344
0.450  0.2185  0.0002  0.0432  0.0538  0.1214
0.550  0.1900  0.0002  0.0385  0.0453  0.1062
0.650  0.1602  0.0002  0.0334  0.0367  0.0901
0.750  0.1331  0.0002  0.0287  0.0294  0.0750
0.850  0.1064  0.0002  0.0244  0.0227  0.0593
0.950  0.0825  0.0002  0.0201  0.0171  0.0453
1.050  0.0629  0.0001  0.0171  0.0124  0.0334
1.150  0.0446  0.0001  0.0127  0.0087  0.0233
1.250  0.0304  0.0001  0.0094  0.0058  0.0153
1.350  0.0190  0.0001  0.0066  0.0034  0.0090
1.450  0.0114  0.0001  0.0043  0.0020  0.0051
1.550  0.0053  0.0000  0.0024  0.0009  0.0020
1.650  0.0014  0.0000  0.0008  0.0002  0.0004
1.750  0.0001  0.0000  0.0001  0.0000  0.0000
