'InvCoshPar_uu_width','InvCoshPar_uu_g0','InvCoshPar_uu_g1','InvCoshPar_uu_g2','InvCoshPar_uu_g3','InvCoshPar_uu_g4','InvCoshPar_ud_width','InvCoshPar_ud_g0','InvCoshPar_ud_g1','InvCoshPar_ud_g2','InvCoshPar_ud_g3','InvCoshPar_ud_g4','InvCoshPar_us_width','InvCoshPar_us_g0','InvCoshPar_us_g1','InvCoshPar_us_g2','InvCoshPar_us_g3','InvCoshPar_us_g4','InvCoshPar_ss_width','InvCoshPar_ss_g0','InvCoshPar_ss_g1','InvCoshPar_ss_g2','InvCoshPar_ss_g3','InvCoshPar_ss_g4'
1.06404,-0.0814944,0.322402,0.0399771,0.0461856,0.000436338,1.11438,0.374131,-0.332086,-0.0688081,0.00252911,0.0122881,1.26458,-0.178474,-0.0457563,0.116493,0.0195356,-0.00550906,1.33021,-0.121557,0.149178,-0.175177,-0.0322359,-0.00395551
0.982054,-0.0891927,0.361391,-0.00853738,0.0338185,-0.00893847,1.37487,0.55057,-0.632643,-0.0117322,-0.0285309,0.00449026,1.14988,-0.128303,-0.0833892,-0.0348218,0.0637091,0.0106262,1.51808,0.0867833,0.00978517,-0.121466,-0.00902902,0.000558353
0.99827,-0.323301,0.379962,-0.197337,0.130827,-0.00725166,1.45243,0.539118,-0.660576,-0.0432765,-0.0605201,0.00519339,1.18866,-0.538983,-0.20277,-0.0252113,0.0185786,0.0249543,1.5428,0.140644,0.154539,-0.307677,-0.0866538,-0.0059586
0.88506,-0.438871,0.470456,-0.321557,0.101763,-0.00382549,1.51123,0.44974,-0.699719,-0.210603,-0.0981603,-0.0119989,1.10213,-0.618396,-0.275492,0.16163,0.00130245,0.0202785,1.49676,-0.0671974,0.516862,-0.330259,-0.0808312,-0.00181025
0.88506,-0.438871,0.470456,-0.321557,0.101763,-0.00382549,1.51123,0.44974,-0.699719,-0.210603,-0.0981603,-0.0119989,1.10213,-0.618396,-0.275492,0.16163,0.00130245,0.0202785,1.49676,-0.0671974,0.516862,-0.330259,-0.0808312,-0.00181025
0.739655,-0.502098,0.280511,-0.468374,0.117855,0.0051289,1.73613,0.475594,-0.942209,-0.15473,-0.0722464,-0.000920708,1.3485,-0.801617,-0.0915019,0.198084,0.0491081,0.0323745,1.50956,0.0217228,0.977987,-0.393598,-0.0681432,-0.010743
0.739655,-0.502098,0.280511,-0.468374,0.117855,0.0051289,1.73613,0.475594,-0.942209,-0.15473,-0.0722464,-0.000920708,1.3485,-0.801617,-0.0915019,0.198084,0.0491081,0.0323745,1.50956,0.0217228,0.977987,-0.393598,-0.0681432,-0.010743
0.770451,-0.618712,0.458269,-0.377004,0.117236,0.0216091,1.77413,0.565227,-0.897939,-0.137123,-0.0373171,-0.00281417,1.33181,-0.490368,0.0832345,0.218541,0.0634105,0.0289697,1.60852,-0.211551,0.807596,-0.238932,-0.0276981,-0.000927595
0.717232,-0.593181,0.529662,-0.392663,0.137798,0.0201219,1.68374,0.477145,-0.965936,-0.246745,-0.0396539,-0.000417211,1.47391,-0.595482,-0.186305,0.206618,0.0957227,0.0253131,1.89205,-0.361609,0.694201,-0.099346,-0.0270407,0.00365995
0.717232,-0.593181,0.529662,-0.392663,0.137798,0.0201219,1.68374,0.477145,-0.965936,-0.246745,-0.0396539,-0.000417211,1.47391,-0.595482,-0.186305,0.206618,0.0957227,0.0253131,1.89205,-0.361609,0.694201,-0.099346,-0.0270407,0.00365995
0.717232,-0.593181,0.529662,-0.392663,0.137798,0.0201219,1.68374,0.477145,-0.965936,-0.246745,-0.0396539,-0.000417211,1.47391,-0.595482,-0.186305,0.206618,0.0957227,0.0253131,1.89205,-0.361609,0.694201,-0.099346,-0.0270407,0.00365995
0.717232,-0.593181,0.529662,-0.392663,0.137798,0.0201219,1.68374,0.477145,-0.965936,-0.246745,-0.0396539,-0.000417211,1.47391,-0.595482,-0.186305,0.206618,0.0957227,0.0253131,1.89205,-0.361609,0.694201,-0.099346,-0.0270407,0.00365995
0.616295,-0.575426,0.250592,-0.371045,0.156636,0.0109973,1.39774,0.512809,-0.673688,-0.327735,-0.0127798,-0.0128736,1.72501,-0.579317,-0.172387,0.249315,0.157009,0.0238971,1.75818,-0.541351,0.72873,-0.0431309,-0.00669982,0.0214196
0.616295,-0.575426,0.250592,-0.371045,0.156636,0.0109973,1.39774,0.512809,-0.673688,-0.327735,-0.0127798,-0.0128736,1.72501,-0.579317,-0.172387,0.249315,0.157009,0.0238971,1.75818,-0.541351,0.72873,-0.0431309,-0.00669982,0.0214196
0.616295,-0.575426,0.250592,-0.371045,0.156636,0.0109973,1.39774,0.512809,-0.673688,-0.327735,-0.0127798,-0.0128736,1.72501,-0.579317,-0.172387,0.249315,0.157009,0.0238971,1.75818,-0.541351,0.72873,-0.0431309,-0.00669982,0.0214196
0.616295,-0.575426,0.250592,-0.371045,0.156636,0.0109973,1.39774,0.512809,-0.673688,-0.327735,-0.0127798,-0.0128736,1.72501,-0.579317,-0.172387,0.249315,0.157009,0.0238971,1.75818,-0.541351,0.72873,-0.0431309,-0.00669982,0.0214196
0.57241,-0.825552,0.358946,-0.460071,0.148622,0.0088265,1.45223,0.756212,-0.969015,-0.202254,0.0316097,-0.0129639,1.68037,-0.641614,-0.0282874,0.199809,0.139455,0.0390875,1.80084,-0.606781,0.696046,-0.070042,-0.011917,0.00631868
0.57241,-0.825552,0.358946,-0.460071,0.148622,0.0088265,1.45223,0.756212,-0.969015,-0.202254,0.0316097,-0.0129639,1.68037,-0.641614,-0.0282874,0.199809,0.139455,0.0390875,1.80084,-0.606781,0.696046,-0.070042,-0.011917,0.00631868
0.57241,-0.825552,0.358946,-0.460071,0.148622,0.0088265,1.45223,0.756212,-0.969015,-0.202254,0.0316097,-0.0129639,1.68037,-0.641614,-0.0282874,0.199809,0.139455,0.0390875,1.80084,-0.606781,0.696046,-0.070042,-0.011917,0.00631868
0.57241,-0.825552,0.358946,-0.460071,0.148622,0.0088265,1.45223,0.756212,-0.969015,-0.202254,0.0316097,-0.0129639,1.68037,-0.641614,-0.0282874,0.199809,0.139455,0.0390875,1.80084,-0.606781,0.696046,-0.070042,-0.011917,0.00631868
0.57241,-0.825552,0.358946,-0.460071,0.148622,0.0088265,1.45223,0.756212,-0.969015,-0.202254,0.0316097,-0.0129639,1.68037,-0.641614,-0.0282874,0.199809,0.139455,0.0390875,1.80084,-0.606781,0.696046,-0.070042,-0.011917,0.00631868
0.57241,-0.825552,0.358946,-0.460071,0.148622,0.0088265,1.45223,0.756212,-0.969015,-0.202254,0.0316097,-0.0129639,1.68037,-0.641614,-0.0282874,0.199809,0.139455,0.0390875,1.80084,-0.606781,0.696046,-0.070042,-0.011917,0.00631868
0.57241,-0.825552,0.358946,-0.460071,0.148622,0.0088265,1.45223,0.756212,-0.969015,-0.202254,0.0316097,-0.0129639,1.68037,-0.641614,-0.0282874,0.199809,0.139455,0.0390875,1.80084,-0.606781,0.696046,-0.070042,-0.011917,0.00631868
0.57241,-0.825552,0.358946,-0.460071,0.148622,0.0088265,1.45223,0.756212,-0.969015,-0.202254,0.0316097,-0.0129639,1.68037,-0.641614,-0.0282874,0.199809,0.139455,0.0390875,1.80084,-0.606781,0.696046,-0.070042,-0.011917,0.00631868
0.57241,-0.825552,0.358946,-0.460071,0.148622,0.0088265,1.45223,0.756212,-0.969015,-0.202254,0.0316097,-0.0129639,1.68037,-0.641614,-0.0282874,0.199809,0.139455,0.0390875,1.80084,-0.606781,0.696046,-0.070042,-0.011917,0.00631868
0.57241,-0.825552,0.358946,-0.460071,0.148622,0.0088265,1.45223,0.756212,-0.969015,-0.202254,0.0316097,-0.0129639,1.68037,-0.641614,-0.0282874,0.199809,0.139455,0.0390875,1.80084,-0.606781,0.696046,-0.070042,-0.011917,0.00631868
0.57241,-0.825552,0.358946,-0.460071,0.148622,0.0088265,1.45223,0.756212,-0.969015,-0.202254,0.0316097,-0.0129639,1.68037,-0.641614,-0.0282874,0.199809,0.139455,0.0390875,1.80084,-0.606781,0.696046,-0.070042,-0.011917,0.00631868
0.57241,-0.825552,0.358946,-0.460071,0.148622,0.0088265,1.45223,0.756212,-0.969015,-0.202254,0.0316097,-0.0129639,1.68037,-0.641614,-0.0282874,0.199809,0.139455,0.0390875,1.80084,-0.606781,0.696046,-0.070042,-0.011917,0.00631868
0.57241,-0.825552,0.358946,-0.460071,0.148622,0.0088265,1.45223,0.756212,-0.969015,-0.202254,0.0316097,-0.0129639,1.68037,-0.641614,-0.0282874,0.199809,0.139455,0.0390875,1.80084,-0.606781,0.696046,-0.070042,-0.011917,0.00631868
0.57241,-0.825552,0.358946,-0.460071,0.148622,0.0088265,1.45223,0.756212,-0.969015,-0.202254,0.0316097,-0.0129639,1.68037,-0.641614,-0.0282874,0.199809,0.139455,0.0390875,1.80084,-0.606781,0.696046,-0.070042,-0.011917,0.00631868
0.57241,-0.825552,0.358946,-0.460071,0.148622,0.0088265,1.45223,0.756212,-0.969015,-0.202254,0.0316097,-0.0129639,1.68037,-0.641614,-0.0282874,0.199809,0.139455,0.0390875,1.80084,-0.606781,0.696046,-0.070042,-0.011917,0.00631868
0.57241,-0.825552,0.358946,-0.460071,0.148622,0.0088265,1.45223,0.756212,-0.969015,-0.202254,0.0316097,-0.0129639,1.68037,-0.641614,-0.0282874,0.199809,0.139455,0.0390875,1.80084,-0.606781,0.696046,-0.070042,-0.011917,0.00631868
0.57241,-0.825552,0.358946,-0.460071,0.148622,0.0088265,1.45223,0.756212,-0.969015,-0.202254,0.0316097,-0.0129639,1.68037,-0.641614,-0.0282874,0.199809,0.139455,0.0390875,1.80084,-0.606781,0.696046,-0.070042,-0.011917,0.00631868
0.57241,-0.825552,0.358946,-0.460071,0.148622,0.0088265,1.45223,0.756212,-0.969015,-0.202254,0.0316097,-0.0129639,1.68037,-0.641614,-0.0282874,0.199809,0.139455,0.0390875,1.80084,-0.606781,0.696046,-0.070042,-0.011917,0.00631868
0.57241,-0.825552,0.358946,-0.460071,0.148622,0.0088265,1.45223,0.756212,-0.969015,-0.202254,0.0316097,-0.0129639,1.68037,-0.641614,-0.0282874,0.199809,0.139455,0.0390875,1.80084,-0.606781,0.696046,-0.070042,-0.011917,0.00631868
0.57241,-0.825552,0.358946,-0.460071,0.148622,0.0088265,1.45223,0.756212,-0.969015,-0.202254,0.0316097,-0.0129639,1.68037,-0.641614,-0.0282874,0.199809,0.139455,0.0390875,1.80084,-0.606781,0.696046,-0.070042,-0.011917,0.00631868
0.57241,-0.825552,0.358946,-0.460071,0.148622,0.0088265,1.45223,0.756212,-0.969015,-0.202254,0.0316097,-0.0129639,1.68037,-0.641614,-0.0282874,0.199809,0.139455,0.0390875,1.80084,-0.606781,0.696046,-0.070042,-0.011917,0.00631868
0.57241,-0.825552,0.358946,-0.460071,0.148622,0.0088265,1.45223,0.756212,-0.969015,-0.202254,0.0316097,-0.0129639,1.68037,-0.641614,-0.0282874,0.199809,0.139455,0.0390875,1.80084,-0.606781,0.696046,-0.070042,-0.011917,0.00631868
0.57241,-0.825552,0.358946,-0.460071,0.148622,0.0088265,1.45223,0.756212,-0.969015,-0.202254,0.0316097,-0.0129639,1.68037,-0.641614,-0.0282874,0.199809,0.139455,0.0390875,1.80084,-0.606781,0.696046,-0.070042,-0.011917,0.00631868
0.600766,-0.734955,0.287774,-0.496816,0.135931,0.0199599,1.30512,0.742658,-0.821941,-0.185427,0.0467481,0.000735946,1.62626,-0.648529,-0.260598,0.129584,0.130929,0.0361951,1.74832,-0.752846,0.448635,0.0210433,0.0113645,0.0110684
0.600766,-0.734955,0.287774,-0.496816,0.135931,0.0199599,1.30512,0.742658,-0.821941,-0.185427,0.0467481,0.000735946,1.62626,-0.648529,-0.260598,0.129584,0.130929,0.0361951,1.74832,-0.752846,0.448635,0.0210433,0.0113645,0.0110684
0.600766,-0.734955,0.287774,-0.496816,0.135931,0.0199599,1.30512,0.742658,-0.821941,-0.185427,0.0467481,0.000735946,1.62626,-0.648529,-0.260598,0.129584,0.130929,0.0361951,1.74832,-0.752846,0.448635,0.0210433,0.0113645,0.0110684
0.600766,-0.734955,0.287774,-0.496816,0.135931,0.0199599,1.30512,0.742658,-0.821941,-0.185427,0.0467481,0.000735946,1.62626,-0.648529,-0.260598,0.129584,0.130929,0.0361951,1.74832,-0.752846,0.448635,0.0210433,0.0113645,0.0110684
0.600766,-0.734955,0.287774,-0.496816,0.135931,0.0199599,1.30512,0.742658,-0.821941,-0.185427,0.0467481,0.000735946,1.62626,-0.648529,-0.260598,0.129584,0.130929,0.0361951,1.74832,-0.752846,0.448635,0.0210433,0.0113645,0.0110684
0.600766,-0.734955,0.287774,-0.496816,0.135931,0.0199599,1.30512,0.742658,-0.821941,-0.185427,0.0467481,0.000735946,1.62626,-0.648529,-0.260598,0.129584,0.130929,0.0361951,1.74832,-0.752846,0.448635,0.0210433,0.0113645,0.0110684
0.600766,-0.734955,0.287774,-0.496816,0.135931,0.0199599,1.30512,0.742658,-0.821941,-0.185427,0.0467481,0.000735946,1.62626,-0.648529,-0.260598,0.129584,0.130929,0.0361951,1.74832,-0.752846,0.448635,0.0210433,0.0113645,0.0110684
0.600766,-0.734955,0.287774,-0.496816,0.135931,0.0199599,1.30512,0.742658,-0.821941,-0.185427,0.0467481,0.000735946,1.62626,-0.648529,-0.260598,0.129584,0.130929,0.0361951,1.74832,-0.752846,0.448635,0.0210433,0.0113645,0.0110684
0.575976,-0.825172,0.417364,-0.470942,0.102025,0.0263942,0.992463,0.863303,-0.390384,-0.337545,0.0623217,0.00965156,1.59791,-0.730514,-0.150185,0.227413,0.122475,0.0338008,1.67144,-0.578549,0.692328,0.199744,-0.0635921,0.0137422
0.599086,-0.414257,0.481895,-0.408848,0.0857403,0.022953,0.997729,0.928244,-0.407688,-0.175864,0.053313,0.00539301,1.62657,-0.539469,-0.0718157,0.0304306,0.132674,0.0371713,1.61062,-0.781654,0.854721,0.158428,-0.0439381,0.00691924
0.599086,-0.414257,0.481895,-0.408848,0.0857403,0.022953,0.997729,0.928244,-0.407688,-0.175864,0.053313,0.00539301,1.62657,-0.539469,-0.0718157,0.0304306,0.132674,0.0371713,1.61062,-0.781654,0.854721,0.158428,-0.0439381,0.00691924
0.599086,-0.414257,0.481895,-0.408848,0.0857403,0.022953,0.997729,0.928244,-0.407688,-0.175864,0.053313,0.00539301,1.62657,-0.539469,-0.0718157,0.0304306,0.132674,0.0371713,1.61062,-0.781654,0.854721,0.158428,-0.0439381,0.00691924
0.599086,-0.414257,0.481895,-0.408848,0.0857403,0.022953,0.997729,0.928244,-0.407688,-0.175864,0.053313,0.00539301,1.62657,-0.539469,-0.0718157,0.0304306,0.132674,0.0371713,1.61062,-0.781654,0.854721,0.158428,-0.0439381,0.00691924
