'InvCoshPar_uu_width','InvCoshPar_uu_g0','InvCoshPar_uu_g1','InvCoshPar_uu_g2','InvCoshPar_uu_g3','InvCoshPar_uu_g4','InvCoshPar_ud_width','InvCoshPar_ud_g0','InvCoshPar_ud_g1','InvCoshPar_ud_g2','InvCoshPar_ud_g3','InvCoshPar_ud_g4','InvCoshPar_us_width','InvCoshPar_us_g0','InvCoshPar_us_g1','InvCoshPar_us_g2','InvCoshPar_us_g3','InvCoshPar_us_g4','InvCoshPar_ss_width','InvCoshPar_ss_g0','InvCoshPar_ss_g1','InvCoshPar_ss_g2','InvCoshPar_ss_g3','InvCoshPar_ss_g4'
0.599086,-0.414257,0.481895,-0.408848,0.0857403,0.022953,0.997729,0.928244,-0.407688,-0.175864,0.053313,0.00539301,1.62657,-0.539469,-0.0718157,0.0304306,0.132674,0.0371713,1.61062,-0.781654,0.854721,0.158428,-0.0439381,0.00691924
0.599086,-0.414257,0.481895,-0.408848,0.0857403,0.022953,0.997729,0.928244,-0.407688,-0.175864,0.053313,0.00539301,1.62657,-0.539469,-0.0718157,0.0304306,0.132674,0.0371713,1.61062,-0.781654,0.854721,0.158428,-0.0439381,0.00691924
0.599086,-0.414257,0.481895,-0.408848,0.0857403,0.022953,0.997729,0.928244,-0.407688,-0.175864,0.053313,0.00539301,1.62657,-0.539469,-0.0718157,0.0304306,0.132674,0.0371713,1.61062,-0.781654,0.854721,0.158428,-0.0439381,0.00691924
0.599086,-0.414257,0.481895,-0.408848,0.0857403,0.022953,0.997729,0.928244,-0.407688,-0.175864,0.053313,0.00539301,1.62657,-0.539469,-0.0718157,0.0304306,0.132674,0.0371713,1.61062,-0.781654,0.854721,0.158428,-0.0439381,0.00691924
0.599086,-0.414257,0.481895,-0.408848,0.0857403,0.022953,0.997729,0.928244,-0.407688,-0.175864,0.053313,0.00539301,1.62657,-0.539469,-0.0718157,0.0304306,0.132674,0.0371713,1.61062,-0.781654,0.854721,0.158428,-0.0439381,0.00691924
0.599086,-0.414257,0.481895,-0.408848,0.0857403,0.022953,0.997729,0.928244,-0.407688,-0.175864,0.053313,0.00539301,1.62657,-0.539469,-0.0718157,0.0304306,0.132674,0.0371713,1.61062,-0.781654,0.854721,0.158428,-0.0439381,0.00691924
0.599086,-0.414257,0.481895,-0.408848,0.0857403,0.022953,0.997729,0.928244,-0.407688,-0.175864,0.053313,0.00539301,1.62657,-0.539469,-0.0718157,0.0304306,0.132674,0.0371713,1.61062,-0.781654,0.854721,0.158428,-0.0439381,0.00691924
0.599086,-0.414257,0.481895,-0.408848,0.0857403,0.022953,0.997729,0.928244,-0.407688,-0.175864,0.053313,0.00539301,1.62657,-0.539469,-0.0718157,0.0304306,0.132674,0.0371713,1.61062,-0.781654,0.854721,0.158428,-0.0439381,0.00691924
0.599086,-0.414257,0.481895,-0.408848,0.0857403,0.022953,0.997729,0.928244,-0.407688,-0.175864,0.053313,0.00539301,1.62657,-0.539469,-0.0718157,0.0304306,0.132674,0.0371713,1.61062,-0.781654,0.854721,0.158428,-0.0439381,0.00691924
0.599086,-0.414257,0.481895,-0.408848,0.0857403,0.022953,0.997729,0.928244,-0.407688,-0.175864,0.053313,0.00539301,1.62657,-0.539469,-0.0718157,0.0304306,0.132674,0.0371713,1.61062,-0.781654,0.854721,0.158428,-0.0439381,0.00691924
0.599086,-0.414257,0.481895,-0.408848,0.0857403,0.022953,0.997729,0.928244,-0.407688,-0.175864,0.053313,0.00539301,1.62657,-0.539469,-0.0718157,0.0304306,0.132674,0.0371713,1.61062,-0.781654,0.854721,0.158428,-0.0439381,0.00691924
0.599086,-0.414257,0.481895,-0.408848,0.0857403,0.022953,0.997729,0.928244,-0.407688,-0.175864,0.053313,0.00539301,1.62657,-0.539469,-0.0718157,0.0304306,0.132674,0.0371713,1.61062,-0.781654,0.854721,0.158428,-0.0439381,0.00691924
0.599086,-0.414257,0.481895,-0.408848,0.0857403,0.022953,0.997729,0.928244,-0.407688,-0.175864,0.053313,0.00539301,1.62657,-0.539469,-0.0718157,0.0304306,0.132674,0.0371713,1.61062,-0.781654,0.854721,0.158428,-0.0439381,0.00691924
0.599086,-0.414257,0.481895,-0.408848,0.0857403,0.022953,0.997729,0.928244,-0.407688,-0.175864,0.053313,0.00539301,1.62657,-0.539469,-0.0718157,0.0304306,0.132674,0.0371713,1.61062,-0.781654,0.854721,0.158428,-0.0439381,0.00691924
0.599086,-0.414257,0.481895,-0.408848,0.0857403,0.022953,0.997729,0.928244,-0.407688,-0.175864,0.053313,0.00539301,1.62657,-0.539469,-0.0718157,0.0304306,0.132674,0.0371713,1.61062,-0.781654,0.854721,0.158428,-0.0439381,0.00691924
0.599086,-0.414257,0.481895,-0.408848,0.0857403,0.022953,0.997729,0.928244,-0.407688,-0.175864,0.053313,0.00539301,1.62657,-0.539469,-0.0718157,0.0304306,0.132674,0.0371713,1.61062,-0.781654,0.854721,0.158428,-0.0439381,0.00691924
0.719759,-0.220337,0.571897,-0.42325,0.078518,0.0405769,0.918699,0.991881,0.0277355,-0.163164,0.0306493,0.00411127,1.76674,-0.433189,-0.206027,-0.0338911,0.0836775,0.0285114,1.45313,-0.795293,0.816233,0.0204882,-0.0489629,0.0222782
0.719759,-0.220337,0.571897,-0.42325,0.078518,0.0405769,0.918699,0.991881,0.0277355,-0.163164,0.0306493,0.00411127,1.76674,-0.433189,-0.206027,-0.0338911,0.0836775,0.0285114,1.45313,-0.795293,0.816233,0.0204882,-0.0489629,0.0222782
0.719759,-0.220337,0.571897,-0.42325,0.078518,0.0405769,0.918699,0.991881,0.0277355,-0.163164,0.0306493,0.00411127,1.76674,-0.433189,-0.206027,-0.0338911,0.0836775,0.0285114,1.45313,-0.795293,0.816233,0.0204882,-0.0489629,0.0222782
0.782687,0.144174,0.455599,-0.451319,0.122785,0.0391152,0.922473,0.993032,0.113532,-0.0937417,0.00528477,0.00899603,1.65613,-0.419768,0.0649949,-0.0368301,0.0886058,0.0309827,1.43232,-0.896946,0.772437,0.0595009,-0.0199372,0.0241926
0.782687,0.144174,0.455599,-0.451319,0.122785,0.0391152,0.922473,0.993032,0.113532,-0.0937417,0.00528477,0.00899603,1.65613,-0.419768,0.0649949,-0.0368301,0.0886058,0.0309827,1.43232,-0.896946,0.772437,0.0595009,-0.0199372,0.0241926
0.782687,0.144174,0.455599,-0.451319,0.122785,0.0391152,0.922473,0.993032,0.113532,-0.0937417,0.00528477,0.00899603,1.65613,-0.419768,0.0649949,-0.0368301,0.0886058,0.0309827,1.43232,-0.896946,0.772437,0.0595009,-0.0199372,0.0241926
0.782687,0.144174,0.455599,-0.451319,0.122785,0.0391152,0.922473,0.993032,0.113532,-0.0937417,0.00528477,0.00899603,1.65613,-0.419768,0.0649949,-0.0368301,0.0886058,0.0309827,1.43232,-0.896946,0.772437,0.0595009,-0.0199372,0.0241926
0.782687,0.144174,0.455599,-0.451319,0.122785,0.0391152,0.922473,0.993032,0.113532,-0.0937417,0.00528477,0.00899603,1.65613,-0.419768,0.0649949,-0.0368301,0.0886058,0.0309827,1.43232,-0.896946,0.772437,0.0595009,-0.0199372,0.0241926
0.782687,0.144174,0.455599,-0.451319,0.122785,0.0391152,0.922473,0.993032,0.113532,-0.0937417,0.00528477,0.00899603,1.65613,-0.419768,0.0649949,-0.0368301,0.0886058,0.0309827,1.43232,-0.896946,0.772437,0.0595009,-0.0199372,0.0241926
0.782687,0.144174,0.455599,-0.451319,0.122785,0.0391152,0.922473,0.993032,0.113532,-0.0937417,0.00528477,0.00899603,1.65613,-0.419768,0.0649949,-0.0368301,0.0886058,0.0309827,1.43232,-0.896946,0.772437,0.0595009,-0.0199372,0.0241926
0.782687,0.144174,0.455599,-0.451319,0.122785,0.0391152,0.922473,0.993032,0.113532,-0.0937417,0.00528477,0.00899603,1.65613,-0.419768,0.0649949,-0.0368301,0.0886058,0.0309827,1.43232,-0.896946,0.772437,0.0595009,-0.0199372,0.0241926
0.782687,0.144174,0.455599,-0.451319,0.122785,0.0391152,0.922473,0.993032,0.113532,-0.0937417,0.00528477,0.00899603,1.65613,-0.419768,0.0649949,-0.0368301,0.0886058,0.0309827,1.43232,-0.896946,0.772437,0.0595009,-0.0199372,0.0241926
0.782687,0.144174,0.455599,-0.451319,0.122785,0.0391152,0.922473,0.993032,0.113532,-0.0937417,0.00528477,0.00899603,1.65613,-0.419768,0.0649949,-0.0368301,0.0886058,0.0309827,1.43232,-0.896946,0.772437,0.0595009,-0.0199372,0.0241926
0.782687,0.144174,0.455599,-0.451319,0.122785,0.0391152,0.922473,0.993032,0.113532,-0.0937417,0.00528477,0.00899603,1.65613,-0.419768,0.0649949,-0.0368301,0.0886058,0.0309827,1.43232,-0.896946,0.772437,0.0595009,-0.0199372,0.0241926
0.782687,0.144174,0.455599,-0.451319,0.122785,0.0391152,0.922473,0.993032,0.113532,-0.0937417,0.00528477,0.00899603,1.65613,-0.419768,0.0649949,-0.0368301,0.0886058,0.0309827,1.43232,-0.896946,0.772437,0.0595009,-0.0199372,0.0241926
0.782687,0.144174,0.455599,-0.451319,0.122785,0.0391152,0.922473,0.993032,0.113532,-0.0937417,0.00528477,0.00899603,1.65613,-0.419768,0.0649949,-0.0368301,0.0886058,0.0309827,1.43232,-0.896946,0.772437,0.0595009,-0.0199372,0.0241926
0.782687,0.144174,0.455599,-0.451319,0.122785,0.0391152,0.922473,0.993032,0.113532,-0.0937417,0.00528477,0.00899603,1.65613,-0.419768,0.0649949,-0.0368301,0.0886058,0.0309827,1.43232,-0.896946,0.772437,0.0595009,-0.0199372,0.0241926
0.782687,0.144174,0.455599,-0.451319,0.122785,0.0391152,0.922473,0.993032,0.113532,-0.0937417,0.00528477,0.00899603,1.65613,-0.419768,0.0649949,-0.0368301,0.0886058,0.0309827,1.43232,-0.896946,0.772437,0.0595009,-0.0199372,0.0241926
0.782687,0.144174,0.455599,-0.451319,0.122785,0.0391152,0.922473,0.993032,0.113532,-0.0937417,0.00528477,0.00899603,1.65613,-0.419768,0.0649949,-0.0368301,0.0886058,0.0309827,1.43232,-0.896946,0.772437,0.0595009,-0.0199372,0.0241926
0.782687,0.144174,0.455599,-0.451319,0.122785,0.0391152,0.922473,0.993032,0.113532,-0.0937417,0.00528477,0.00899603,1.65613,-0.419768,0.0649949,-0.0368301,0.0886058,0.0309827,1.43232,-0.896946,0.772437,0.0595009,-0.0199372,0.0241926
0.782687,0.144174,0.455599,-0.451319,0.122785,0.0391152,0.922473,0.993032,0.113532,-0.0937417,0.00528477,0.00899603,1.65613,-0.419768,0.0649949,-0.0368301,0.0886058,0.0309827,1.43232,-0.896946,0.772437,0.0595009,-0.0199372,0.0241926
0.782687,0.144174,0.455599,-0.451319,0.122785,0.0391152,0.922473,0.993032,0.113532,-0.0937417,0.00528477,0.00899603,1.65613,-0.419768,0.0649949,-0.0368301,0.0886058,0.0309827,1.43232,-0.896946,0.772437,0.0595009,-0.0199372,0.0241926
0.782687,0.144174,0.455599,-0.451319,0.122785,0.0391152,0.922473,0.993032,0.113532,-0.0937417,0.00528477,0.00899603,1.65613,-0.419768,0.0649949,-0.0368301,0.0886058,0.0309827,1.43232,-0.896946,0.772437,0.0595009,-0.0199372,0.0241926
0.782687,0.144174,0.455599,-0.451319,0.122785,0.0391152,0.922473,0.993032,0.113532,-0.0937417,0.00528477,0.00899603,1.65613,-0.419768,0.0649949,-0.0368301,0.0886058,0.0309827,1.43232,-0.896946,0.772437,0.0595009,-0.0199372,0.0241926
0.782687,0.144174,0.455599,-0.451319,0.122785,0.0391152,0.922473,0.993032,0.113532,-0.0937417,0.00528477,0.00899603,1.65613,-0.419768,0.0649949,-0.0368301,0.0886058,0.0309827,1.43232,-0.896946,0.772437,0.0595009,-0.0199372,0.0241926
0.782687,0.144174,0.455599,-0.451319,0.122785,0.0391152,0.922473,0.993032,0.113532,-0.0937417,0.00528477,0.00899603,1.65613,-0.419768,0.0649949,-0.0368301,0.0886058,0.0309827,1.43232,-0.896946,0.772437,0.0595009,-0.0199372,0.0241926
0.782687,0.144174,0.455599,-0.451319,0.122785,0.0391152,0.922473,0.993032,0.113532,-0.0937417,0.00528477,0.00899603,1.65613,-0.419768,0.0649949,-0.0368301,0.0886058,0.0309827,1.43232,-0.896946,0.772437,0.0595009,-0.0199372,0.0241926
0.782687,0.144174,0.455599,-0.451319,0.122785,0.0391152,0.922473,0.993032,0.113532,-0.0937417,0.00528477,0.00899603,1.65613,-0.419768,0.0649949,-0.0368301,0.0886058,0.0309827,1.43232,-0.896946,0.772437,0.0595009,-0.0199372,0.0241926
0.78132,0.225344,0.633431,-0.385844,0.0906247,0.0184763,1.02883,0.890369,0.344336,-0.198391,-0.0161926,0.00262983,1.62134,-0.529295,0.354514,0.0276662,0.106622,0.0409204,1.56067,-0.898469,0.89026,0.0223356,-0.0526371,0.0274416
