# ICODE=0, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.3769 -----------------
#dely    BF    dB     BFVar
0.050  0.5911  0.0003  0.0037
0.150  0.5457  0.0003  0.0038
0.250  0.4984  0.0003  0.0042
0.350  0.4439  0.0003  0.0032
0.450  0.3844  0.0002  0.0034
0.550  0.3235  0.0002  0.0059
0.650  0.2667  0.0002  0.0015
0.750  0.2150  0.0002  0.0025
0.850  0.1662  0.0001  0.0033
0.950  0.1241  0.0001  0.0026
1.050  0.0881  0.0001  0.0023
1.150  0.0578  0.0001  0.0023
1.250  0.0360  0.0000  0.0011
1.350  0.0191  0.0000  0.0012
1.450  0.0082  0.0000  0.0011
1.550  0.0024  0.0000  0.0006
1.650 -0.0007 -0.0000  0.0014
1.750 -0.0007 -0.0000  0.0001
