# ICODE=321, JCODE=-321
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.124306 -----------------
#dely    BF    dB     BFVar
0.050  0.2966  0.0009  0.0067
0.150  0.2668  0.0008  0.0081
0.250  0.2174  0.0007  0.0039
0.350  0.1651  0.0006  0.0037
0.450  0.1124  0.0005  0.0033
0.550  0.0733  0.0003  0.0029
0.650  0.0461  0.0002  0.0017
0.750  0.0265  0.0002  0.0015
0.850  0.0167  0.0001  0.0009
0.950  0.0101  0.0001  0.0016
1.050  0.0060  0.0001  0.0004
1.150  0.0033  0.0000  0.0002
1.250  0.0016  0.0000  0.0001
1.350  0.0008  0.0000  0.0003
1.450  0.0003  0.0000  0.0000
1.550  0.0000  0.0000  0.0000
1.650  0.0000  0.0000  0.0000
1.750  0.0000  0.0000  0.0000
