# ICODE=0, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=5000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=-0.111057 -----------------
#dely    BF
0.050 -0.1258 -0.0001
0.150 -0.1171 -0.0001
0.250 -0.1105 -0.0001
0.350 -0.0972 -0.0001
0.450 -0.0907 -0.0001
0.550 -0.0893 -0.0001
0.650 -0.0796 -0.0001
0.750 -0.0697 -0.0001
0.850 -0.0660 -0.0001
0.950 -0.0550 -0.0001
1.050 -0.0510 -0.0001
1.150 -0.0426 -0.0001
1.250 -0.0378 -0.0001
1.350 -0.0289 -0.0001
1.450 -0.0229 -0.0001
1.550 -0.0151 -0.0001
1.650 -0.0085 -0.0000
1.750 -0.0028 -0.0000
