'InvCoshPar_uu_width','InvCoshPar_ud_width','InvCoshPar_us_width','InvCoshPar_ss_width'
0.334151,0.51371,0.418952,0.289005
0.339859,0.51485,0.450323,0.28926
0.347638,0.514575,0.46494,0.299244
0.348922,0.532502,0.459931,0.293564
0.348922,0.532502,0.459931,0.293564
0.343424,0.513621,0.461355,0.297109
0.343424,0.513621,0.461355,0.297109
0.334828,0.530808,0.440034,0.288008
0.359146,0.547446,0.45317,0.303728
0.360455,0.514866,0.487631,0.323915
0.36926,0.538775,0.456931,0.319671
0.351714,0.544484,0.432353,0.30052
0.355682,0.537602,0.414136,0.311734
0.349121,0.525873,0.407286,0.302678
0.352273,0.521778,0.403289,0.309511
0.330325,0.523842,0.406215,0.291749
0.35708,0.515991,0.383857,0.331634
0.353886,0.512348,0.380627,0.325908
0.372129,0.529789,0.405008,0.336496
0.384691,0.504137,0.425719,0.33824
0.365514,0.501122,0.436032,0.329519
0.365828,0.527502,0.417663,0.315975
0.363126,0.532954,0.43404,0.301649
0.355181,0.521317,0.453537,0.294993
0.362804,0.537604,0.485539,0.307955
0.36996,0.522158,0.488819,0.31557
0.361341,0.519292,0.493307,0.30251
0.352241,0.540573,0.494902,0.314503
0.36354,0.560719,0.514267,0.306459
0.36433,0.561412,0.529674,0.316735
0.369947,0.587343,0.514471,0.319471
0.369669,0.574111,0.530205,0.312794
0.350821,0.573079,0.524752,0.295132
0.362589,0.549161,0.510966,0.308783
0.365664,0.565078,0.531424,0.310388
0.351583,0.570567,0.544645,0.326593
0.362156,0.59804,0.600948,0.338977
0.377343,0.612657,0.597628,0.345882
0.388636,0.582283,0.533367,0.36491
0.395294,0.559375,0.5353,0.374924
0.397376,0.555717,0.539208,0.360026
0.405678,0.567138,0.512715,0.358433
0.422777,0.616295,0.52339,0.371765
0.390014,0.629673,0.529316,0.352552
0.410687,0.602979,0.531406,0.349178
0.430605,0.612649,0.52253,0.359583
0.406493,0.627844,0.500992,0.346223
0.409273,0.630535,0.497532,0.350444
0.397344,0.634713,0.546331,0.328562
0.400865,0.65764,0.554103,0.323008
0.404114,0.622184,0.557769,0.340497
0.400241,0.629478,0.534453,0.324242
0.386923,0.628755,0.532304,0.307737
0.364661,0.631774,0.523217,0.301798
0.361557,0.622675,0.520586,0.316512
0.359394,0.629418,0.526774,0.307609
0.362477,0.617521,0.554154,0.312298
0.378194,0.567171,0.496558,0.343718
0.379334,0.582508,0.504964,0.336131
0.39139,0.54799,0.499946,0.338416
0.389339,0.568648,0.497379,0.340501
0.368573,0.530191,0.474743,0.325466
0.357132,0.540962,0.507399,0.308056
0.358391,0.571461,0.494301,0.301215
0.360311,0.564423,0.496421,0.313373
0.376011,0.565333,0.49579,0.306035
0.382922,0.592958,0.492168,0.324069
0.365756,0.583488,0.475224,0.296742
0.365756,0.583488,0.475224,0.296742
0.352931,0.587299,0.472534,0.292573
0.352931,0.587299,0.472534,0.292573
0.357817,0.601873,0.477451,0.297218
0.352257,0.582012,0.458297,0.296991
0.348252,0.565033,0.497368,0.295955
0.348979,0.521912,0.481847,0.284892
0.351631,0.509354,0.473997,0.291203
0.364126,0.484074,0.474416,0.297823
0.359767,0.476908,0.466422,0.310444
0.361012,0.480215,0.463985,0.318157
0.37229,0.484631,0.474203,0.312277
0.380006,0.496651,0.457771,0.339727
0.373337,0.508788,0.476196,0.320474
0.382013,0.521845,0.493115,0.339
0.369337,0.527784,0.501868,0.326556
0.364596,0.522585,0.466193,0.287983
0.37717,0.556388,0.46535,0.326434
0.370206,0.538952,0.485685,0.324168
0.364729,0.525987,0.485919,0.313806
0.364729,0.525987,0.485919,0.313806
0.36243,0.533934,0.492658,0.297777
0.363409,0.549913,0.50955,0.306248
0.364417,0.556322,0.504148,0.30955
0.366351,0.534993,0.495693,0.322284
0.354421,0.516263,0.492938,0.292018
0.341558,0.502645,0.500153,0.291997
0.354781,0.565386,0.457412,0.295728
0.357058,0.561058,0.461695,0.297758
0.347271,0.554472,0.46112,0.292273
0.352824,0.560233,0.459801,0.291131
0.335952,0.575206,0.428804,0.272788
0.329347,0.584165,0.450134,0.269941
0.352789,0.563846,0.442648,0.283015
0.347028,0.563226,0.451513,0.301607
0.355453,0.554289,0.45938,0.299927
0.362209,0.560115,0.454785,0.304041
0.376356,0.57794,0.423923,0.315451
0.370072,0.565844,0.450269,0.312666
0.365687,0.571763,0.464053,0.330506
0.363585,0.557712,0.49841,0.318261
0.372368,0.562757,0.504181,0.309192
0.372153,0.544943,0.504242,0.315033
0.370047,0.541781,0.506737,0.303578
0.356522,0.567493,0.502332,0.309048
0.363358,0.535594,0.523198,0.316653
0.369639,0.522128,0.496653,0.324225
0.364942,0.503193,0.512618,0.321059
0.352833,0.474428,0.495488,0.300285
0.364697,0.478119,0.504514,0.310673
0.380896,0.47557,0.49899,0.329276
0.383719,0.502236,0.499803,0.328328
0.392178,0.503856,0.501957,0.316466
0.363497,0.469328,0.483802,0.309772
0.364969,0.475316,0.482013,0.301758
0.3635,0.45883,0.464672,0.302754
0.366192,0.483051,0.459804,0.322428
0.372549,0.453838,0.472758,0.319303
0.375161,0.477031,0.474108,0.331717
0.362927,0.482664,0.451681,0.312747
0.395039,0.500336,0.457086,0.337789
0.379253,0.518833,0.438696,0.324785
0.366328,0.517785,0.423916,0.321609
0.375598,0.496292,0.444646,0.318704
0.367473,0.486384,0.463066,0.339016
0.382947,0.430878,0.434471,0.325753
0.394109,0.444076,0.42881,0.334251
0.389004,0.429452,0.398282,0.345311
0.381504,0.423649,0.396167,0.33468
0.399347,0.402559,0.413713,0.345655
0.389256,0.399591,0.42396,0.342254
0.37866,0.414213,0.486628,0.320783
0.377228,0.439233,0.475958,0.319158
0.379158,0.414611,0.473939,0.320841
0.371842,0.407294,0.389964,0.326994
0.373037,0.407146,0.394783,0.335304
0.372669,0.388703,0.418203,0.32998
0.37789,0.410987,0.419678,0.321794
0.374946,0.391879,0.458403,0.312852
0.338895,0.399772,0.422702,0.300181
0.351342,0.387095,0.44836,0.292294
0.351342,0.387095,0.44836,0.292294
0.365648,0.388879,0.451441,0.291647
0.388525,0.360521,0.449026,0.309599
0.349728,0.349866,0.391108,0.294064
0.358646,0.358395,0.380846,0.294075
0.350954,0.401859,0.370898,0.294333
0.350954,0.401859,0.370898,0.294333
0.327499,0.411644,0.366781,0.296972
0.354417,0.425799,0.371199,0.3263
0.377255,0.428025,0.389489,0.333288
0.361853,0.44124,0.41539,0.314254
0.353474,0.44105,0.388542,0.300651
0.350133,0.408474,0.396938,0.298834
0.3492,0.427979,0.371697,0.338798
0.377093,0.460725,0.372793,0.335301
0.363763,0.407878,0.394459,0.317055
0.360139,0.412873,0.412344,0.30305
0.357058,0.418086,0.424087,0.297459
0.366637,0.427835,0.397797,0.310602
0.378997,0.423505,0.433361,0.324393
0.371218,0.432909,0.440849,0.316664
0.368299,0.480613,0.462874,0.309783
0.368943,0.50829,0.405994,0.325527
0.360697,0.492746,0.425801,0.309249
0.333083,0.519623,0.424694,0.282127
0.339912,0.508186,0.414771,0.287322
0.357511,0.520885,0.423343,0.290551
0.350142,0.536082,0.423855,0.300683
0.362114,0.556117,0.434433,0.312332
0.345732,0.549139,0.443178,0.294444
0.350257,0.570394,0.423521,0.294303
0.350252,0.579557,0.420107,0.3096
0.328888,0.569121,0.417772,0.285133
0.324861,0.56785,0.399325,0.276571
0.324861,0.56785,0.399325,0.276571
0.316935,0.59298,0.390245,0.277623
0.331858,0.599487,0.382695,0.287039
0.318509,0.586868,0.362662,0.293872
0.321176,0.581427,0.354507,0.2975
0.314821,0.56608,0.363254,0.291589
0.321035,0.601011,0.343751,0.296382
0.320606,0.591179,0.359274,0.284137
0.320181,0.593166,0.369693,0.289335
0.320181,0.593166,0.369693,0.289335
0.320181,0.593166,0.369693,0.289335
0.31979,0.590749,0.360046,0.28063
0.31979,0.590749,0.360046,0.28063
0.323328,0.597102,0.365009,0.292779
0.321255,0.598612,0.360294,0.307693
0.320434,0.589944,0.366278,0.305475
0.322532,0.617398,0.375599,0.274567
0.319367,0.616232,0.388959,0.277858
0.326621,0.607819,0.390131,0.284382
0.343217,0.589139,0.393219,0.303179
0.346696,0.574046,0.409405,0.288474
0.341257,0.591239,0.412596,0.284148
0.351963,0.589509,0.411867,0.289205
0.344682,0.527731,0.396935,0.303593
0.360637,0.520459,0.409419,0.314393
0.361724,0.512652,0.449355,0.299983
0.336475,0.53009,0.414354,0.279644
0.334654,0.513857,0.404119,0.292732
0.334654,0.513857,0.404119,0.292732
0.334654,0.513857,0.404119,0.292732
0.331516,0.522408,0.408085,0.28162
0.339938,0.526421,0.418716,0.274193
0.339938,0.526421,0.418716,0.274193
0.333408,0.489512,0.412221,0.277577
0.343403,0.497213,0.420108,0.286479
0.342763,0.498582,0.423171,0.300032
0.345951,0.523312,0.40578,0.314542
0.351305,0.502983,0.394374,0.323365
0.350391,0.520049,0.377481,0.310183
0.339062,0.552024,0.368727,0.313574
0.348389,0.562454,0.366723,0.322179
0.334264,0.540231,0.3734,0.322991
0.339224,0.502131,0.360044,0.335337
0.328617,0.517128,0.356251,0.316434
0.333371,0.503631,0.323505,0.348451
0.341839,0.51199,0.323686,0.360753
0.333981,0.474506,0.327219,0.352801
0.334231,0.496795,0.358976,0.311485
0.334231,0.496795,0.358976,0.311485
0.334231,0.496795,0.358976,0.311485
0.335808,0.477982,0.354629,0.30821
0.350259,0.491574,0.365384,0.315279
0.351284,0.456724,0.353666,0.315561
0.334343,0.413741,0.369754,0.297412
0.334343,0.413741,0.369754,0.297412
0.343057,0.380013,0.339822,0.310035
0.316633,0.382364,0.346601,0.302753
0.320671,0.378295,0.345219,0.309809
0.343851,0.368901,0.339382,0.323537
0.344198,0.369436,0.348981,0.318191
0.337647,0.355772,0.345315,0.321197
0.336227,0.370144,0.362232,0.294539
0.350914,0.367873,0.389611,0.300321
0.363477,0.355763,0.375432,0.310602
0.381886,0.336945,0.401932,0.319887
0.394521,0.320452,0.386614,0.311498
0.389557,0.2995,0.410925,0.304574
0.37156,0.324549,0.395937,0.316097
0.366908,0.335196,0.38498,0.295531
0.377161,0.317073,0.381979,0.311097
0.381077,0.331798,0.403842,0.324427
0.367682,0.361858,0.453776,0.290374
0.376421,0.372481,0.461343,0.311781
0.370476,0.385105,0.418761,0.30271
0.364913,0.381244,0.432954,0.297575
0.369053,0.389208,0.419352,0.303046
0.378243,0.359442,0.399588,0.319547
0.364321,0.327425,0.401965,0.30072
0.364321,0.327425,0.401965,0.30072
0.342011,0.347998,0.399973,0.289724
0.370622,0.354467,0.419348,0.297035
