# ICODE=321, JCODE=-321
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.0828201 -----------------
#dely    BF    dB     BFVar
0.050  0.1287  0.0004  0.0041
0.150  0.1227  0.0004  0.0019
0.250  0.1102  0.0004  0.0030
0.350  0.0959  0.0004  0.0015
0.450  0.0837  0.0003  0.0027
0.550  0.0694  0.0003  0.0015
0.650  0.0580  0.0003  0.0012
0.750  0.0477  0.0003  0.0017
0.850  0.0374  0.0003  0.0009
0.950  0.0278  0.0002  0.0015
1.050  0.0197  0.0002  0.0011
1.150  0.0134  0.0002  0.0010
1.250  0.0080  0.0001  0.0004
1.350  0.0038  0.0001  0.0004
1.450  0.0014  0.0000  0.0002
1.550  0.0003  0.0000  0.0001
1.650  0.0000  0.0000  0.0000
1.750  0.0000  0.0000  0.0000
