# ICODE=321, JCODE=-321
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=-0.0648484 -----------------
#dely    BF    dB     BFVar
0.050 -0.1186 -0.0004  0.0020
0.150 -0.1092 -0.0004  0.0017
0.250 -0.0959 -0.0004  0.0016
0.350 -0.0801 -0.0003  0.0022
0.450 -0.0655 -0.0003  0.0021
0.550 -0.0504 -0.0002  0.0040
0.650 -0.0384 -0.0002  0.0013
0.750 -0.0287 -0.0002  0.0033
0.850 -0.0214 -0.0001  0.0020
0.950 -0.0153 -0.0001  0.0006
1.050 -0.0103 -0.0001  0.0007
1.150 -0.0073 -0.0001  0.0009
1.250 -0.0041 -0.0001  0.0004
1.350 -0.0022 -0.0000  0.0002
1.450 -0.0008 -0.0000  0.0001
1.550 -0.0002 -0.0000  0.0000
1.650 -0.0000 -0.0000  0.0000
1.750  0.0000  0.0000  0.0000
