# ICODE=321, JCODE=-321
# SIGMA_QGP=1, SIGMA_HAD=0.2
# NSAMPLE=100000000, Tblast=102, UPERPblast(x,y)=(0.732,0.732)
# SOVERUD=0.6, QUARK_ENTROPY_RATIO=0.175, BARYON_FUDGE=0.65
# ------- normalization=0.0687043 -----------------
#dely    BF  sigmaB  QGP    LOCAL  RES_DECAYS
0.050  0.1150  0.0002  0.0683  0.0407  0.0060
0.150  0.1087  0.0002  0.0654  0.0376  0.0057
0.250  0.0973  0.0001  0.0598  0.0324  0.0052
0.350  0.0843  0.0001  0.0535  0.0263  0.0044
0.450  0.0709  0.0001  0.0470  0.0201  0.0038
0.550  0.0576  0.0001  0.0399  0.0145  0.0031
0.650  0.0455  0.0001  0.0331  0.0100  0.0025
0.750  0.0352  0.0001  0.0268  0.0064  0.0020
0.850  0.0263  0.0001  0.0210  0.0039  0.0014
0.950  0.0186  0.0001  0.0155  0.0022  0.0010
1.050  0.0126  0.0001  0.0109  0.0011  0.0006
1.150  0.0078  0.0001  0.0070  0.0005  0.0003
1.250  0.0043  0.0000  0.0040  0.0002  0.0001
1.350  0.0020  0.0000  0.0019  0.0000  0.0000
1.450  0.0007  0.0000  0.0007  0.0000  0.0000
1.550  0.0001  0.0000  0.0001  0.0000  0.0000
1.650  0.0000  0.0000  0.0000  0.0000  0.0000
1.750  0.0000  0.0000  0.0000  0.0000  0.0000
