# ICODE=211, JCODE=-211
# SIGMA_QGP=1, SIGMA_HAD=0.2
# NSAMPLE=100000000, Tblast=102, UPERPblast(x,y)=(0.732,0.732)
# SOVERUD=0.6, QUARK_ENTROPY_RATIO=0.175, BARYON_FUDGE=0.65
# ------- normalization=0.223233 -----------------
#dely    BF  sigmaB  QGP    LOCAL  RES_DECAYS
0.050  0.3362  0.0001  0.0639  0.0936  0.1787
0.150  0.3143  0.0001  0.0602  0.0872  0.1668
0.250  0.2854  0.0001  0.0558  0.0783  0.1514
0.350  0.2540  0.0001  0.0508  0.0686  0.1345
0.450  0.2216  0.0001  0.0459  0.0585  0.1172
0.550  0.1895  0.0001  0.0410  0.0485  0.1000
0.650  0.1576  0.0001  0.0356  0.0392  0.0827
0.750  0.1287  0.0001  0.0307  0.0307  0.0673
0.850  0.1020  0.0000  0.0260  0.0233  0.0527
0.950  0.0786  0.0000  0.0215  0.0171  0.0400
1.050  0.0585  0.0000  0.0174  0.0122  0.0289
1.150  0.0418  0.0000  0.0136  0.0082  0.0200
1.250  0.0287  0.0000  0.0103  0.0053  0.0131
1.350  0.0184  0.0000  0.0073  0.0032  0.0079
1.450  0.0107  0.0000  0.0047  0.0017  0.0043
1.550  0.0051  0.0000  0.0025  0.0007  0.0018
1.650  0.0014  0.0000  0.0009  0.0002  0.0004
1.750  0.0001  0.0000  0.0001  0.0000  0.0000
