0.611584 -0.360504 0.37693 -0.165896 -0.499378 -0.244515 0.0654424 0.014917 0.110457 -0.00401613 -0.0062828 0.0112185 0.0122089 0.00108812 0.0141669 0 0 
0.525869 -0.170815 0.0641032 0.636788 0.482461 0.172902 -0.0927416 0.013908 -0.109204 0.0208818 -0.000640465 -0.0199562 -0.000188698 0.00749992 -0.0200647 0 0 
0.418662 0.0625736 -0.251439 -0.679659 0.497279 -0.00633521 0.157418 0.0443316 -0.138019 -0.0136513 0.043439 0.00506801 -0.0194787 -0.00700888 0.000229837 0 0 
0.308824 0.254965 -0.387724 0.00105316 -0.43637 0.672269 -0.0495327 -0.194734 0.0153103 -0.024071 -0.0700005 0.0112125 -0.0160274 -0.0179557 -0.0114402 0 0 
0.213799 0.368287 -0.295974 0.0814025 -0.0125616 -0.541344 -0.534225 -0.285119 0.246762 -0.0376781 0.0352334 0.00302022 0.00102107 0.0118623 0.0287071 0 0 
0.145648 0.410065 -0.101244 0.132734 -0.140162 -0.115553 0.0851612 0.859585 0.0205824 0.0442862 -0.0102378 -0.0244378 0.0204786 0.00203656 0.0108604 0 0 
0.0890803 0.403598 0.107078 0.174534 0.0466401 -0.124359 0.714278 -0.318926 0.300016 0.117692 0.147334 -0.144906 0.0807901 0.0501958 -0.0456687 0 0 
0.053368 0.353938 0.253103 0.00707391 -0.0969312 -0.134255 -0.0122594 -0.182942 -0.717521 0.347186 -0.307668 0.127638 0.00756303 0.0116263 0.0145528 0 0 
0.0288872 0.295133 0.354087 -0.0238489 0.0657334 0.0574003 -0.00234542 -0.0371213 -0.0547871 -0.849075 -0.206834 0.0318908 -0.0624504 -0.0562429 0.0482246 0 0 
0.0138839 0.228406 0.361568 -0.0883429 -0.00451693 0.183505 -0.243738 0.00707412 -0.10997 0.0555417 0.82887 0.0659472 -0.0734743 -0.00745522 -0.0627886 0 0 
0.00487034 0.15911 0.333498 -0.120783 0.18591 0.209548 -0.141185 0.0398069 0.489489 0.289997 -0.289169 0.57892 0.0153369 -0.0784157 0.0031732 0 0 
-0.00142325 0.107506 0.258904 -0.114975 0.0806202 0.135714 -0.185124 0.0183246 0.175827 0.225963 -0.206806 -0.694284 -0.45675 -0.121001 0.136492 0 0 
-0.00345372 0.0564671 0.161134 -0.106802 0.0494425 0.10518 -0.193193 0.0211985 0.0485409 0.0330237 -0.0983171 -0.36703 0.803551 -0.0572691 -0.333692 0 0 
-0.00239421 0.0249952 0.078196 -0.0519353 0.0244873 0.0742586 -0.0769831 0.0205045 0.0494286 -0.00357868 -0.0589077 -0.0548512 0.0114671 0.981515 0.0752301 0 0 
-0.000453155 0.00511781 0.0210867 -0.000722015 0.0180495 0.0506092 -0.00468684 -0.0109127 -0.00438116 0.027145 0.0782944 -0.0341354 0.358091 -0.0781766 0.92418 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 
