'InvCoshPar_uu_width','InvCoshPar_uu_g0','InvCoshPar_uu_g1','InvCoshPar_ud_width','InvCoshPar_ud_g0','InvCoshPar_ud_g1','InvCoshPar_us_width','InvCoshPar_us_g0','InvCoshPar_us_g1','InvCoshPar_ss_width','InvCoshPar_ss_g0','InvCoshPar_ss_g1'
0.230134,2.11232,-0.981099,1.60207,0.844355,0.670558,1.1506,0.813254,0.389991,1.57675,0.772998,0.553935
0.230134,2.11232,-0.981099,1.60207,0.844355,0.670558,1.1506,0.813254,0.389991,1.57675,0.772998,0.553935
0.236981,2.03125,-0.982806,1.61292,0.844257,0.67442,1.14331,0.796533,0.359615,1.57306,0.772486,0.551747
0.233908,2.06835,-0.980093,1.6166,0.846769,0.679536,1.15273,0.787587,0.353019,1.58587,0.773293,0.557861
0.236431,2.04287,-0.97475,1.62012,0.845209,0.678481,1.16791,0.791467,0.36961,1.58576,0.763388,0.542961
0.228509,2.1277,-0.987531,1.63117,0.842723,0.678746,1.16137,0.789557,0.362134,1.58803,0.769773,0.553399
0.218823,2.25045,-0.9884,1.65255,0.826679,0.66225,1.18826,0.780835,0.367661,1.56556,0.78654,0.569923
0.217345,2.27046,-0.988044,1.63495,0.823433,0.651161,1.17708,0.794649,0.380755,1.5562,0.794697,0.578489
0.220377,2.22729,-0.992349,1.62744,0.825927,0.652204,1.18552,0.79067,0.380561,1.56178,0.789669,0.573141
0.222315,2.19761,-0.999102,1.61954,0.829327,0.654441,1.18195,0.803301,0.397073,1.56197,0.780786,0.559887
0.225386,2.16924,-0.983126,1.62902,0.826455,0.653566,1.17991,0.80908,0.404347,1.5632,0.776758,0.554327
0.224466,2.17339,-0.994279,1.64545,0.827097,0.660383,1.16933,0.820597,0.414302,1.55513,0.794165,0.577269
0.224466,2.17339,-0.994279,1.64545,0.827097,0.660383,1.16933,0.820597,0.414302,1.55513,0.794165,0.577269
0.222774,2.20615,-0.977433,1.63186,0.835065,0.667503,1.17388,0.815424,0.409704,1.56691,0.78962,0.575068
0.222774,2.20615,-0.977433,1.63186,0.835065,0.667503,1.17388,0.815424,0.409704,1.56691,0.78962,0.575068
0.219459,2.25929,-0.96248,1.64965,0.809018,0.634739,1.16087,0.814354,0.398981,1.57219,0.790632,0.578635
0.2157,2.31985,-0.947449,1.64764,0.814358,0.642044,1.15378,0.811848,0.390167,1.55576,0.799259,0.58516
0.208655,2.41714,-0.951009,1.66945,0.824621,0.665015,1.1585,0.812476,0.394482,1.56307,0.800545,0.589961
0.206933,2.45177,-0.937143,1.68328,0.822185,0.666058,1.14435,0.806288,0.375009,1.54769,0.807437,0.594228
0.211431,2.39099,-0.930142,1.68155,0.824817,0.669425,1.13552,0.817539,0.385398,1.54832,0.804857,0.590609
0.211431,2.39099,-0.930142,1.68155,0.824817,0.669425,1.13552,0.817539,0.385398,1.54832,0.804857,0.590609
0.232222,2.11465,-0.940278,1.67366,0.826997,0.670016,1.13867,0.812687,0.380445,1.54219,0.792339,0.569378
0.22945,2.13918,-0.953177,1.6703,0.831242,0.675235,1.15055,0.803567,0.375419,1.55116,0.782856,0.558732
0.226015,2.1792,-0.956393,1.67278,0.82956,0.673561,1.14621,0.810802,0.38313,1.54712,0.789357,0.566875
0.215472,2.3128,-0.962737,1.67646,0.82358,0.665845,1.11488,0.808087,0.355646,1.54458,0.788275,0.564238
0.205829,2.44674,-0.969454,1.66435,0.824314,0.662798,1.10991,0.812849,0.358952,1.53692,0.794204,0.570051
0.204539,2.4639,-0.972961,1.68538,0.809917,0.64836,1.12273,0.80096,0.350945,1.5506,0.799577,0.583594
0.214201,2.31701,-0.982696,1.66693,0.813887,0.648045,1.13515,0.790419,0.344437,1.54634,0.798245,0.579898
0.205557,2.43553,-0.992402,1.67236,0.808159,0.641314,1.11946,0.801167,0.348771,1.53692,0.802484,0.582472
0.234387,2.06454,-0.977479,1.70777,0.808533,0.653713,1.11155,0.796501,0.335695,1.54438,0.781467,0.553947
0.222149,2.21412,-0.977558,1.70318,0.807738,0.651014,1.10959,0.802892,0.343764,1.53109,0.784459,0.553066
0.236512,2.03725,-0.981809,1.70807,0.814649,0.662988,1.10437,0.805553,0.343691,1.52043,0.794235,0.563358
0.237677,2.02241,-0.984266,1.69904,0.809915,0.652915,1.11717,0.803054,0.349853,1.51403,0.788666,0.55235
0.221533,2.22781,-0.968959,1.69619,0.811016,0.653621,1.12837,0.795569,0.347105,1.50987,0.782839,0.54187
0.220652,2.23976,-0.968255,1.69314,0.792822,0.625312,1.14629,0.786436,0.346637,1.49854,0.793382,0.552905
0.223553,2.19877,-0.973577,1.69078,0.790995,0.621785,1.15039,0.801392,0.372047,1.46705,0.804922,0.556537
0.227106,2.1563,-0.970434,1.67745,0.789441,0.614967,1.15148,0.804449,0.377413,1.49318,0.791752,0.54817
0.232244,2.09231,-0.973409,1.66465,0.800383,0.627002,1.16456,0.793391,0.370141,1.47582,0.794993,0.545511
0.235731,2.05584,-0.9673,1.67709,0.801043,0.632249,1.15667,0.801743,0.377078,1.47904,0.789724,0.539013
0.235731,2.05584,-0.9673,1.67709,0.801043,0.632249,1.15667,0.801743,0.377078,1.47904,0.789724,0.539013
0.235612,2.05749,-0.966854,1.68739,0.798848,0.632433,1.16659,0.796474,0.376195,1.49179,0.78572,0.538522
0.227257,2.1447,-0.98505,1.68983,0.79981,0.634692,1.16968,0.799878,0.383462,1.48701,0.791351,0.544912
0.227257,2.1447,-0.98505,1.68983,0.79981,0.634692,1.16968,0.799878,0.383462,1.48701,0.791351,0.544912
0.231735,2.0956,-0.977512,1.67494,0.80984,0.644714,1.16412,0.796866,0.375042,1.50643,0.792807,0.55538
