# ICODE=211, JCODE=-211
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.324774 -----------------
#dely    BF    dB     BFVar
0.050  0.4158  0.0003  0.0032
0.150  0.3911  0.0003  0.0038
0.250  0.3639  0.0002  0.0044
0.350  0.3352  0.0002  0.0042
0.450  0.3043  0.0002  0.0040
0.550  0.2719  0.0002  0.0038
0.650  0.2415  0.0002  0.0022
0.750  0.2078  0.0002  0.0038
0.850  0.1759  0.0002  0.0027
0.950  0.1463  0.0002  0.0022
1.050  0.1183  0.0001  0.0021
1.150  0.0939  0.0001  0.0020
1.250  0.0704  0.0001  0.0014
1.350  0.0510  0.0001  0.0009
1.450  0.0342  0.0001  0.0016
1.550  0.0189  0.0001  0.0006
1.650  0.0067  0.0000  0.0005
1.750  0.0006  0.0000  0.0001
