# ICODE=321, JCODE=-321
# SIGMA_QGP=1.1881, SIGMA_HAD=0.558763
# NSAMPLE=10000000, Tblast=75.3839, UPERPblast(x,y)=(0.8275,0.8275)
# SOVERUD=0.8119, QUARK_ENTROPY_RATIO=0.167, BARYON_FUDGE=0.7105
# ------- normalization=0.0589217 -----------------
#dely    BF  sigmaB  QGP    LOCAL  RES_DECAYS
0.050  0.0895  0.0005  0.0693  0.0146  0.0055
0.150  0.0861  0.0005  0.0676  0.0134  0.0051
0.250  0.0778  0.0005  0.0610  0.0119  0.0049
0.350  0.0689  0.0004  0.0549  0.0099  0.0041
0.450  0.0612  0.0004  0.0489  0.0084  0.0039
0.550  0.0514  0.0004  0.0419  0.0064  0.0030
0.650  0.0427  0.0004  0.0352  0.0051  0.0024
0.750  0.0339  0.0003  0.0284  0.0037  0.0019
0.850  0.0263  0.0003  0.0225  0.0025  0.0013
0.950  0.0194  0.0003  0.0168  0.0016  0.0010
1.050  0.0143  0.0002  0.0124  0.0011  0.0008
1.150  0.0093  0.0002  0.0084  0.0005  0.0003
1.250  0.0051  0.0001  0.0046  0.0002  0.0002
1.350  0.0023  0.0001  0.0022  0.0001  0.0000
1.450  0.0009  0.0000  0.0009  0.0000  0.0000
1.550  0.0001  0.0000  0.0001  0.0000  0.0000
1.650  0.0000  0.0000  0.0000  0.0000  0.0000
1.750  0.0000  0.0000  0.0000  0.0000  0.0000
