# SIGMA_QGP=1.1881, SIGMA_HAD=0.558763
# NSAMPLE=10000000, Tblast=75.3839, UPERPblast(x,y)=(0.8275,0.8275)
# SOVERUD=0.8119, QUARK_ENTROPY_RATIO=0.167, BARYON_FUDGE=0.7105
# ------- normalization=0.230407 -----------------
#dely    BF  sigmaB  QGP    LOCAL  RES_DECAYS
0.050  0.3244  0.0003  0.0518  0.0947  0.1779
0.150  0.3003  0.0002  0.0480  0.0885  0.1639
0.250  0.2760  0.0002  0.0449  0.0807  0.1504
0.350  0.2498  0.0002  0.0423  0.0714  0.1360
0.450  0.2218  0.0002  0.0378  0.0627  0.1213
0.550  0.1941  0.0002  0.0344  0.0539  0.1058
0.650  0.1667  0.0002  0.0311  0.0450  0.0906
0.750  0.1396  0.0002  0.0273  0.0371  0.0753
0.850  0.1146  0.0002  0.0232  0.0298  0.0616
0.950  0.0917  0.0001  0.0204  0.0233  0.0480
1.050  0.0709  0.0001  0.0166  0.0176  0.0367
1.150  0.0537  0.0001  0.0139  0.0131  0.0267
1.250  0.0383  0.0001  0.0105  0.0095  0.0184
1.350  0.0271  0.0001  0.0084  0.0065  0.0122
1.450  0.0178  0.0001  0.0062  0.0040  0.0076
1.550  0.0103  0.0000  0.0037  0.0023  0.0042
1.650  0.0054  0.0000  0.0023  0.0011  0.0019
1.750  0.0016  0.0000  0.0008  0.0003  0.0005
