# ICODE=321, JCODE=-321
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=100000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.1
# ------- normalization=-0.124616 -----------------
#dely    BF
0.050 -0.2744 -0.0119
0.150 -0.3182 -0.0141
0.250 -0.2681 -0.0126
0.350 -0.1546 -0.0076
0.450 -0.1602 -0.0084
0.550 -0.1366 -0.0077
0.650 -0.0164 -0.0011
0.750 -0.0248 -0.0018
0.850  0.0259  0.0021
0.950  0.0270  0.0025
1.050  0.0195  0.0022
1.150  0.0152  0.0020
1.250  0.0205  0.0038
1.350 -0.0022 -0.0005
1.450 -0.0023 -0.0008
1.550  0.0033  0.0024
1.650  0.0000  0.0000
1.750  0.0000  0.0000
