# ICODE=2212, JCODE=-2212
# SIGMA_QGP=1, SIGMA_HAD=0.2
# NSAMPLE=100000000, Tblast=102, UPERPblast(x,y)=(0.732,0.732)
# SOVERUD=0.93, QUARK_ENTROPY_RATIO=0.175, BARYON_FUDGE=0.8
# ------- normalization=0.0924466 -----------------
#dely    BF  sigmaB  QGP    LOCAL  RES_DECAYS
0.050  0.1578  0.0005  0.1306  0.0271  0.0000
0.150  0.1484  0.0005  0.1235  0.0249  0.0000
0.250  0.1329  0.0005  0.1122  0.0207  0.0000
0.350  0.1159  0.0005  0.1000  0.0159  0.0000
0.450  0.0967  0.0004  0.0854  0.0113  0.0000
0.550  0.0787  0.0004  0.0711  0.0075  0.0000
0.650  0.0603  0.0004  0.0557  0.0047  0.0000
0.750  0.0475  0.0004  0.0450  0.0025  0.0000
0.850  0.0349  0.0003  0.0336  0.0013  0.0000
0.950  0.0228  0.0003  0.0222  0.0006  0.0000
1.050  0.0150  0.0002  0.0148  0.0002  0.0000
1.150  0.0083  0.0002  0.0083  0.0001  0.0000
1.250  0.0037  0.0001  0.0037  0.0000  0.0000
1.350  0.0012  0.0001  0.0011  0.0000  0.0000
1.450  0.0003  0.0000  0.0003  0.0000  0.0000
1.550  0.0000  0.0000  0.0000  0.0000  0.0000
1.650  0.0000  0.0000  0.0000  0.0000  0.0000
1.750  0.0000  0.0000  0.0000  0.0000  0.0000
