# ICODE=1735356928, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=100000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.270871 -----------------
#dely    BF
0.050  0.4197  0.0025
0.150  0.4241  0.0026
0.250  0.3692  0.0024
0.350  0.3226  0.0022
0.450  0.2759  0.0020
0.550  0.2070  0.0016
0.650  0.2008  0.0017
0.750  0.1397  0.0013
0.850  0.1030  0.0011
0.950  0.0799  0.0009
1.050  0.0567  0.0007
1.150  0.0464  0.0007
1.250  0.0280  0.0005
1.350  0.0178  0.0004
1.450  0.0125  0.0003
1.550  0.0025  0.0001
1.650  0.0032  0.0001
1.750 -0.0001 -0.0000
