# ICODE=321, JCODE=-321
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.0858089 -----------------
#dely    BF    dB     BFVar
0.050  0.1276  0.0004  0.0033
0.150  0.1228  0.0004  0.0036
0.250  0.1128  0.0004  0.0020
0.350  0.0999  0.0004  0.0020
0.450  0.0876  0.0004  0.0022
0.550  0.0739  0.0003  0.0037
0.650  0.0628  0.0003  0.0017
0.750  0.0516  0.0003  0.0016
0.850  0.0401  0.0003  0.0009
0.950  0.0298  0.0002  0.0012
1.050  0.0216  0.0002  0.0008
1.150  0.0136  0.0002  0.0009
1.250  0.0081  0.0001  0.0005
1.350  0.0041  0.0001  0.0004
1.450  0.0016  0.0000  0.0002
1.550  0.0003  0.0000  0.0001
1.650  0.0000  0.0000  0.0000
1.750  0.0000  0.0000  0.0000
