# ICODE=1701080941, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=100000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=-0.75286 -----------------
#dely    BF
0.050 -1.0289 -0.0065
0.150 -0.6198 -0.0041
0.250 -0.8086 -0.0056
0.350 -0.7677 -0.0057
0.450 -0.5943 -0.0047
0.550 -0.5823 -0.0049
0.650 -0.5570 -0.0051
0.750 -0.5125 -0.0051
0.850 -0.3896 -0.0043
0.950 -0.3826 -0.0047
1.050 -0.1760 -0.0024
1.150 -0.1229 -0.0019
1.250 -0.2712 -0.0048
1.350 -0.1820 -0.0037
1.450 -0.2495 -0.0060
1.550 -0.2052 -0.0062
1.650 -0.0753 -0.0030
1.750 -0.0032 -0.0002
