# ICODE=321, JCODE=-2212
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=100000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=1
# ------- normalization=-0.000687985 -----------------
#dely    BF
0.050 -0.0167 -0.0011
0.150 -0.0089 -0.0006
0.250 -0.0228 -0.0017
0.350  0.0062  0.0005
0.450  0.0009  0.0001
0.550  0.0037  0.0004
0.650  0.0221  0.0025
0.750 -0.0030 -0.0004
0.850  0.0016  0.0003
0.950  0.0057  0.0010
1.050 -0.0008 -0.0002
1.150  0.0019  0.0006
1.250  0.0017  0.0008
1.350  0.0010  0.0004
1.450  0.0004  0.0002
1.550  0.0000  0.0000
1.650  0.0000  0.0000
1.750  0.0000  0.0000
