# ICODE=321, JCODE=-321
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=100000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=1
# ------- normalization=0.0809147 -----------------
#dely    BF
0.050  0.1418  0.0056
0.150  0.1378  0.0058
0.250  0.1325  0.0056
0.350  0.0892  0.0041
0.450  0.0846  0.0043
0.550  0.0604  0.0034
0.650  0.0493  0.0033
0.750  0.0469  0.0033
0.850  0.0273  0.0022
0.950  0.0158  0.0016
1.050  0.0091  0.0011
1.150  0.0092  0.0014
1.250  0.0043  0.0009
1.350  0.0008  0.0003
1.450 -0.0001 -0.0001
1.550  0.0000  0.0000
1.650  0.0000  0.0000
1.750  0.0000  0.0000
