# ICODE=321, JCODE=-321
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=100000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.079525 -----------------
#dely    BF
0.050  0.1571  0.0069
0.150  0.1180  0.0056
0.250  0.1189  0.0056
0.350  0.1055  0.0053
0.450  0.0940  0.0051
0.550  0.0592  0.0037
0.650  0.0691  0.0046
0.750  0.0209  0.0016
0.850  0.0211  0.0019
0.950  0.0159  0.0017
1.050  0.0091  0.0011
1.150  0.0044  0.0006
1.250  0.0016  0.0003
1.350 -0.0002 -0.0000
1.450  0.0003  0.0002
1.550  0.0003  0.0002
1.650  0.0000  0.0000
1.750  0.0000  0.0000
