# ICODE=2212, JCODE=-2212
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.102418 -----------------
#dely    BF    dB     BFVar
0.050  0.2143  0.0019  0.0109
0.150  0.1958  0.0018  0.0097
0.250  0.1611  0.0016  0.0261
0.350  0.1250  0.0014  0.0040
0.450  0.0983  0.0012  0.0038
0.550  0.0737  0.0010  0.0028
0.650  0.0527  0.0008  0.0036
0.750  0.0394  0.0007  0.0022
0.850  0.0276  0.0006  0.0054
0.950  0.0177  0.0005  0.0024
1.050  0.0088  0.0003  0.0012
1.150  0.0069  0.0003  0.0010
1.250  0.0022  0.0001  0.0005
1.350  0.0008  0.0001  0.0002
1.450  0.0000  0.0000  0.0000
1.550 -0.0000 -0.0000  0.0000
1.650  0.0000  0.0000  0.0000
1.750  0.0000  0.0000  0.0000
