#observables(1,2,3...down)parameters(1,2,3...across)
 -4.17386 13.1857 3.65594 -7.15804 -4.46628
 -5.19241 9.75708 1.19673 -1.53758 -2.9257
 9.07796 -2.91839 -0.262588 1.29664 -9.46311
 -2.22373 2.53965 0.257056 0.859878 -0.876931
 -3.26471 0.215741 0.0143506 3.92127 -0.0704728
 0.707787 -1.26447 1.81661 -1.34455 -0.0923311
 -1.54071 -0.270746 1.82778 0.170132 0.198721
 -1.30739 -0.00761644 0.979125 0.608379 0.0543479
 -0.477756 0.0981407 0.39601 0.0788904 0.0241535
 0.0601494 -0.0158718 -0.0277138 -0.0268745 -0.00472677
 -0.0109671 0.000999752 0.00534681 0.00756499 -0.000202734
 0.00337202 -0.00358487 -0.000531819 0.000409549 -0.000507889
